
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nou
codex_workshop_update_warning_msg		Actualizarea acestei închisori publicate va determina înlocuirea închisorii publicate cu închisoarea încărcată. Astfel, închisoarea publicată va fi ștearsă și înlocuită permanent cu închisoarea cu care joci în prezent. Această acțiune nu poate fi anulată.\n\nEști sigur că vrei să continui?

codex_options_timelapse					Interval De Timp
codex_timelapse_record					Înregistrează Interval De Timp
codex_timelapse_stop					Oprește Înregistrarea
codex_timelapse_camera					Mod Cameră
codex_timelapse_customresw				Alege Lățimea Rezoluției
codex_timelapse_customresh				Alege Înălțimea Rezoluției
codex_timelapse_resolution				Rezoluție
codex_timelapse_fps						Rată De Redare
codex_timelapse_interval				Interval Captură
codex_timelapse_quality					Calitate
codex_timelapse_unsupported				Această funcție nu este disponibilă pentru computerul tău.
codex_timelapse_savesettings			Salvează Setările

codex_timelapse_cam_zoom                Zoom Cameră
codex_timelapse_cam_fitmap              Potrivește Harta
codex_timelapse_cam_fitheight           Potrivește Înălțimea Hărți
codex_timelapse_cam_fitwidth            Potrivește Lățimea Hărți
codex_timelapse_fps_value               *X Cadre Pe Secundă
codex_timelapse_quality_high            Înalt
codex_timelapse_quality_med             Mediu
codex_timelapse_quality_low             Scăzut
codex_timelapse_interval_value          *X Minute În-Joc
timelapse_caption                       Durată înregistrare la intervale *X:*Y, *Z cadre înregistrate, rămas: *T

codex_performance_running				Test De Performanță În Desfășurare
codex_performance_time					Timp Rămas: *Ts
codex_performance_current				Timp Cadru Curent: *Tms
codex_performance_min					Timp Cadru Minim: *Tms
codex_performance_avg					Timp Cadru Mediu: *Tms
codex_performance_max					Timp Cadru Maxim: *Tms
codex_performance_numframes				Număr De Cadre: *T

codex_last_modified						Ultima Modificare: *T
codex_sortbydesc						Sortează După Dată
codex_sortname							Nume
codex_sortdate							Dată
codex_apply								Aplică
codex_select                            Alege

codex_mods								Moduri
codex_mod_activetitle					Moduri Active
codex_mod_inactivetitle					Moduri Disponibile
codex_mod_deactivate					Dezactivează toate modurile
codex_mod_wiki							Găsește mai multe moduri (Wiki)
codex_mod_openmodsfolder				Deschide Dosarul Cu Moduri
codex_mod_moresteammods					Găsește mai multe moduri (Atelier Steam)
codex_mod_findsteamtranslations         Găsește mai multe traduceri (Atelier Steam)
codex_authortitle                       Autor
codex_versiontitle                      Versiune
codex_datetitle                         Dată
codex_urltitle                          URL
codex_typetitle							Tip
codex_mod_graphicsandsound				Grafică și Sunet
codex_mod_translation					Traducere
codex_mod_scenario						Scenariu
codex_mod_content						Conținut
codex_mod_load_scenario					Joacă Scenariu
codex_publishmod						Publică Acest Mod

codex_mod_update						Actualizează Acest Mod
codex_mod_published_good				Mod Publicat
codex_mod_published_good_msg			Modul tău a fost publicat cu succes.
codex_mod_published_bad					Publicare Mod Eșuată
codex_mod_published_bad_msg				Publicarea modului tău a eșuat.
codex_mod_modsupdated					Moduri Actualizate
codex_mod_modsupdated_msg				Câteva din modurile tale active au fost actualizate. Dă click pe OK penru a aplica modificările. Jocul tău va fi salvat automat.
codex_mod_translationcaption            Asta este o traducere în altă limbă?

codex_language                          Limbaj
codex_language_englishdefault           Engleză (Inițial)
codex_language_default                  Limba Inițială
codex_language_download                 Descarcă
codex_language_failed_download          Descărcarea Traducerii A Eșuat
codex_language_failed_download_msg      Descărcarea traducerii aleasă de tine a eșuat.
codex_language_searching_workshop       Căutare În Atelierul Steam În Desfășurare
codex_language_community                Aceste pachete de traducere sunt create și menținute de comunitate – Vă Mulțumim!

codex_polaroids_new                     NOU

codex_save_confirm                      Ești sigur că dorești să suprascri *X cu închisoarea curentă?
codex_researtchapter_confirm            Ești sigur că dorești să repornești capitolul curent? Progresul care nu a fost salvat va fi pierdut.
codex_delete_confirm                    Sigur dorești să ștergi definitiv *X?

codex_premadeprisons                    Închisori predefinite

codex_trending_more                     ...
codex_sortbycaption                     Sortare după:
codex_trending_oneday                   O zi
codex_trending_oneweek                  O săptămână
codex_trending_threemonths              Trei luni
codex_trending_sixmonths                Şase luni
codex_trending_oneyear                  Un an
codex_trending_alltime                  Întotdeauna
codex_trending_failedtogetlist          Lista de închisori nu poate fi accesată.
codex_trending_failedtogetlist_msg      Lista de închisori populare nu poate fi accesată.

codex_settings                          Setări hartă
codex_settings_gangs                    Activează bandele
codex_settings_events                   Activează evenimentele
codex_settings_weather                  Activează vremea
codex_settings_staffneeds               Activare Necesități personal
codex_settings_failureconditions        Activare Condiții de pierdere a jocului
codex_settings_confirm                  După activare, această setare nu poate fi dezactivată. Sigur vrei să activezi *X?

codex_packrects							Pack Rectangles
codex_addboxbutton						Adăugă un dreptunghi
codex_setsize							Setează dimensiunea spațiului
codex_removeallrects					Elimină toate dreptunghiurile
codex_packrects_widthcaption			Lățime spațiu
codex_packrects_heightcaption			Înălțime spațiu
codex_packrects_boxwcaption				Lățime dreptunghi
codex_packrects_boxhcaption				Înălțime dreptunghi

mods_downscaled_spritesheet				Foaie de sprite-uri redusă
mods_downscaled_spritesheet_msg			Foaia de sprite-uri a trebuit redusă din cauza limitărilor plăcii video. Probabil este un rezultat al activării prea multor moduri. Dezactivează o parte dintre moduri pentru a îmbunătăți calitatea.
mods_errors_no_memory					Nu au fost încărcate sprite-uri de mod
mods_errors_no_memory_msg				Memoria video este insuficientă pentru a încărca sprite-uri de mod suplimentare. Probabil este un rezultat al activării prea multor moduri. Dezactivează o parte dintre moduri pentru a utiliza mai puțină memorie.

# =============================================================================
# Graphics Change Confirmation
# =============================================================================

graphicschange_message					Dorești să păstrezi aceste setări grafice? Se vor întoarce la valoarea anterioară în:
graphicschange_time						secunde.
graphicschange_accept					Accept
graphicschange_revert					Revino Acum

# =============================================================================
# Script
# =============================================================================

scriptdebugger_title                    Script Debugger (F3)

# =============================================================================
# Mod Confirmation
# =============================================================================

modnotification_title                   Diferențe Găsite În Mod
modnotification_info                    Aceste moduri au fost folosite când a fost salvată închisoarea curentă. Recomandăm serios să fie descărcate și activate înainte să joci închisoarea asta.
modnotification_playnow                 Joacă Acum
modnotification_active                  Activă
modnotification_inactive                Inactivă
modnotification_new                     NOU
modnotification_unknown                 Necunoscut
modnotification_popup_title             Diferență Mod
modnotification_popup_active            Acest mod este activ. Dă click să îl dezactivezi.
modnotification_popup_inactive          Acest mod este inactiv. Dă click să îl activezi.
modnotification_popup_new_url           Acesta este un mod nou. Dă click să îi deschizi link-ul în browser-ul tău.
modnotification_popup_new_steam         Acesta este un mod nou de pe Steam. Dă click să te abonezi la el și să îl descarci acum.
modnotification_popup_unknown           Nu am putut să determinăm de unde a venit acest mod. Te rugăm să îl găsești și să îl instalezi tu.

# =============================================================================
# Biography
# =============================================================================

biography_search                        Oprește și Caută
biography_selected                      ALES
biography_prisoner_name                 *S, *F
biography_prisoner_number               Deţinut #*X
biography_prisoner_age                  Vârstă : *X
biography_prisoner_traits               Trăsături :
biography_prisoner_convicted            Condamnat pentru *C (a pledat *P)
biography_prisoner_sentenced            Condamnat la *X ani de închisoare
biography_parole_now                    Eligibil acum pentru eliberare condiționată
biography_parole_later                  Eligibil în *X ani pentru eliberare condiționată
biography_prisoner_served               A stat *X ani la închisoare
biography_prisoner_priors               Antecedente:


# =============================================================================
# Rap Sheet
# =============================================================================

rapsheet_age							Vârstă:
rapsheet_category						Categorie:
rapsheet_traits							Trăsătiri Cunoscute:
rapsheet_conviction_text				*C- *Y ani
rapsheet_found_text						(Pledoarie: *P)
rapsheet_convictions					Condamnări
rapsheet_misconductstitle				Abateri Recente
