
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nytt
researchtooltip_tazers	Låter dina Beväpnade vakter bära elpistoler, ett kraftfullt vapen med ett skott som gör de flesta som träffas av det medvetslösa omedelbart. Elpistoler kan bara skjutas en gång, och sedan tar det en hel timme innan de har laddats om igen.\n\nBeväpnade vakter måste besöka vapenförrådet för att få denna utrustning, och det kostar pengar för alla elpistoler som köps på detta sätt.
researchtooltip_tazersforeveryone	Utvidgar programmet för elpistoler så att även dina vanliga Vakter kan bära dem som försvar.\n\nDe måste besöka vapenförrådet för att få denna utrustning, och det kostar pengar för alla elpistoler som köps på detta sätt.
researchtooltip_bankloans	Låter dig låna en stor klumpsumma pengar från banken, i utbyte mot att du betalar ränta varje dag. När du betalar av dina lån ökar din kreditvärdighet och du får då låna större summor vid ett senare tillfälle.
researchtooltip_lowertaxes1	Drar nytta av statens skatteincitament och sänker din bolagsskatt till bara 15%.\n\nDu sparar 1500 dollar i skatt för varje 10 000 dollar som du får i daglig vinst.
researchtooltip_lowertaxes2	Din revisor böjer på reglerna så att de nästan går av, och flyttar alla dina officiella konton och företagsöverföringar till ett land utomlands med högst förmånliga skattenivåer. Ditt bolags skattskyldighet sjunker till cirka 1%.\n\nDu sparar totalt 3000 dollar i skatter för varje 10 000 dollar som du får i daglig vinst.
researchtooltip_extragrant	Låter dig acceptera upp till tre bidrag på en gång istället för två.
researchtooltip_advancedmanagement	Ger dig verktyg som behövs för att mikrohantera delar av ditt fängelse så att det fungerar exakt som du vill.\n\nLåser upp Matlogistik, vilket låter dig specificera vilka kök som lagar mat åt vilka matsalar, och vilka matsalar som internerna äter i. På samma sätt låter Tvättlogistiken dig bestämma själv vilka cellblock som sköts av vilka tvättstugor.\n\nLåser även upp Utplaceringsschemaläggaren, som låter dig anpassa dina vakters utplacering vid olika tider på dygnet.\n\nLåser upp Reformprogramsschemaläggaren, som låter dig manuellt ändra det dagliga schemat i olika program.
researchtooltip_permanentpunishment	Ibland räcker det inte med att bara vara inlåst i fängelset. Din advokat kan skicka in de nödvändiga papprena för att du ska kunna låsa in interner i sina celler permanent.
researchtooltip_removemincellsize	Cellerna i ditt fängelse behöver en viss storlek för att följa det som lagen kräver. Men tänk hur många fler celler som du hade kunnat få in om så inte vore fallet! Tar bort de minimala storlekskraven för vanliga celler.
researchtooltip_reduceexecutionliability	Din advokat yrkar på en minskning i den styrka som krävs på den fällande domen innan man kan gå vidare med dödsstraff. Detta sänker antalet överklaganden som en intern kan få innan du kan schemalägga deras avrättning utan straffrättsligt ansvar.
researchtooltip_legalprep	Alla fängelser kan få problem då och då, och vissa av dem har stora rättsliga konsekvenser. Din advokat sätter igång med pappersarbetet för att hålla dig utan besvär om något skulle gå fel, men detta behöver göras i förväg.
researchtooltip_legaldefense	Du har hamnat i knipa – nåt har gått väldigt fel och du har varslats för det. Om det verkar som att du inte kommer att kunna klara situationen kan din advokat hjälpa dig att ta dig ur det. Om du forskar dig in i detta tar det bort nuvarande varningar som annars kunde ha tvingat dig att avgå.
researchtooltip_guardtowers	Låser upp Vakttorn och Prickskyttar, vilket låter dig ha välutbildade skyttar som håller ett öga på ditt fängelses utomhusområden.\n\nPrickskyttarna måste besöka vapenförrådet för att hämta ett gevär, annars kommer de att vara obeväpnade.

research_legaldefense_adviser1	Det verkar som att din advokat har lämnat in pappersarbete som skyddar dig från konsekvenserna av den här röran. Jag antar att det betyder att jag inte kan ge dig sparken. För den här gången.
research_legaldefense_adviser2	Skynda dig att få ordning på fängelset och se till att det håller sig så. Det där tricket kommer inte fungera igen och du kommer inte alltid ha stöd av det.

research_missingadministrator	KRAV:



# =============================================================================
# Room Requirements
# =============================================================================

roomrequirement_required	KRAV:
roomrequirement_recommended	Rekommenderas:
roomrequirement_minimumsize	Minsta storlek *W x *H
roomrequirement_minimumsize_short	Storlek *W x *H
roomrequirement_indoor	Inomhus
roomrequirement_outdoor	Utomhus
roomrequirement_solidground	Fast mark
roomrequirement_secure	Säkert (bakom minst en Dörr)
roomrequirement_secure_short	Säkert
roomrequirement_enclosed	Instängt (omgivet av väggar och dörrar)
roomrequirement_enclosed_short	Instängt
requirement_entrance	Kräver ingång
roomrequirement_title	=[Rumskrav]=
roomrequirement_passed	[GODKÄNT]
roomrequirement_failed	[EJ GODKÄNT]
roomrequirement_adjacentobject	Bredvid Rum: *X

# =============================================================================
# Unlocks
# =============================================================================

unlock_title	UPPLÅST

unlock_special_electricity	Elektriska system
unlock_special_food	Matlagning
unlock_special_officersafety	Säkerhet för högre ställd personal
unlock_special_misbehavior	Dåligt uppförande
unlock_special_accounting	Bokföring
unlock_special_gangs	Gäng

unlock_electricity_caption	Låter dig bygga elverk och elkablar för elektricitet till allt som kräver detta.


# =============================================================================
# Advisers
# =============================================================================

click_to_continue	Klicka för att fortsätta…
incoming_call	Inkommande samtal…

adviser_name_unknown	Okänd
adviser_name_ceo	VD:n
adviser_name_warden	Fängelsedirektören
adviser_name_governer	Guvernören
adviser_name_chief	Säkerhetschefen
adviser_name_doctor	Doktorn
adviser_name_kingpin	Gangsterbossen
adviser_name_edwardshooter	Edward
adviser_name_edwardsinner	Edward
adviser_name_edwardinmate	Edward
adviser_name_edwardswife	Edwards fru Susan
adviser_name_priest	Prästen
adviser_name_newsreader	CNDC News
adviser_name_mayor	Borgmästare Calvin Heller


# =============================================================================
# Valuation, Reports etc
# =============================================================================

report_staff	Personal
report_prisoners	Interner
report_jobs	Jobb
report_needs	Behov
report_threats	Hot
report_regime	Regim
report_policy	Regler
report_grants	Bidrag
report_finance	Ekonomi
report_valuation	Värdering
report_contraband	Smuggelgods
report_programs	Program
report_schedule	Schemaläggare
report_intake	Intag

report_grants_bankloan	Banklån
report_grants_bankloan_text	Du kan låna en stor klumpsumma från banken. I gengäld tar banken en räntekostnad varje dag som du måste betala från ditt kassaflöde.\n\nMedan du gör regelbundna inbetalningar kommer din kreditvärdighet att öka, och banken låter dig låna mer. Om du missar betalningar kommer din kreditvärdighet att sänkas och banken lånar inte ut mer när du behöver det.\n\nObservera: Ditt lån blir aldrig avbetalt med endast dagliga avbetalningar på räntan.
report_grants_max1	Du kan endast acceptera ett bidrag åt gången.\nAnvänd revisorn för att höja antalet bidrag.
report_grants_max2	Du kan inte få fler än två bidrag åt gången.\nAnvänd revisorn för att höja antalet bidrag.
report_grants_max3	Du kan inte acceptera fler än tre bidrag åt gången.
report_grants_bankloan_amount	Nuvarande banklån: *X
report_grants_bankloan_interest	Ränta: *X per dag
report_grants_bankloan_max	Maximalt lån: *X
report_grants_creditrating	Din kreditvärdighet: *X
report_grants_inprogress_tt	(PÅGÅR)
report_grants_completed_tt	(KLART)
report_grants_locked_tt	(LÅST)
report_grants_advancepayment	*X i förskottsbetalning
report_grants_completionbonus	*X i slutförandebonus
report_grants_objectives	[Mål]
report_grants_prereqs	[Krav]
report_grants_completed	KLART
report_grants_locked	Låst
report_grants_inprogress	Pågår
report_grants_hidden	(*X fler finns gömda)
report_grants_taptoaccept	TRYCK FÖR ATT ACCEPTERA
report_grants_cancelfee	Avbrottskostnad: *X

report_staff_title	Totalt antal anställda: *X
report_prisoners_title	Totalt antal interner: *X
report_staff_group_builders	Arbetare
report_staff_group_guards	Vakter
report_staff_group_staff	Personal
report_staff_group_administrators	Administratörer
report_staff_group_prisoners	Interner
report_staff_group_prisoners_high	Hög risk
report_staff_group_prisoners_normal	Normal risk
report_staff_group_prisoners_low	Låg risk
report_staff_group_prisoners_protected	Skyddshäkte
report_staff_group_prisoners_supermax	SuperMax
report_staff_group_prisoners_deathrow	Dödscell

report_staff_fire	SPARKA

report_intake_title	Intag
report_intake_catheader_cat	Kategori
report_intake_catheader_pay	Betalning
report_intake_catheader_available	Tillgänglig
report_intake_catheader_amount	Kvot
report_intake_next_header	Nästa intag: *X
report_intake_cat_minsec	Lågsäkerhet
report_intake_cat_normal	Medelsäkerhet
report_intake_cat_maxsec	Högsäkerhet
report_intake_cat_deathrow	Dödscell
report_intake_slider_minsec	Justera intagningskvoten för Lågsäkerhet
report_intake_slider_normal	Justera intagningskvoten för Medelsäkerhet
report_intake_slider_maxsec	Justera intagningskvoten för Högsäkerhet
report_intake_slider_deathrow	Justera intagningskvoten för Dödsceller
report_intake_closed	STÄNGT
report_intake_locked	LÅST
report_intakeclosed	Intaget har stängts
report_intakeclosed_tooltip	Ditt internintag är stängt. Du kommer inte att få några nya interner förrän du öppnar det igen.
report_intakenumperday	Dagligt intag
report_intakenumperday_tooltip	Det totala antalet interner du vill ha levererat under nästa intag. Du kan öka eller minska antalet interner du vill få under nästa intag.\n\nAntalet interner från varje kategori justeras med reglagen ovan.
report_intaketotalprisoners	Totalt antal interner
report_intaketotalprisoners_tooltip	Det totala antalet interner du vill ha i ditt fängelse. Intag fyller automatiskt på detta antal varje dag.\n\nAntalet interner från varje kategori justeras med reglagen ovan.
report_intakeallavailable	Alla tillgängliga
report_intakeallavailable_tooltip	Alla tillgängliga interner, från alla öppna intagspooler, levereras under nästa intag.
report_intakefillcapacity	Fyll kapacitet
report_intakefillcapacity_tooltip	Ta så många interner som möjligt från tillgängliga poolintag för att fylla ditt fängelses kapacitet.\n\nAntalet interner från varje kategori justeras med reglagen ovan.
reports_intaketypenone	Stängt
reports_intaketypefillcapacity	Fyll kapacitet
reports_intaketypetotalprisoners	Totalt antal interner
reports_intaketypenumperday	Antal per dag
reports_intaketypeallavailable	Alla tillgängliga
report_intakemaxperdaydecr	<<
report_intakemaxperdayincr	>>
report_intakemaxperdaynone	Inga
report_intakemaxperdayall	Alla
reports_intakedelivernow	Leverera nu
report_intakepayment	Betalning
report_intakeall	ALLA
report_intakefill	Fyll till *X
report_intakefill_mothers	Fyll till *X (Familjeceller räknas inte)
report_intake_list_tooltip_title	Intagskategorier
report_intake_list_tooltip	En lista över alla kategorier som du kan få levererade till fängelset.\n\nStorleken som visas är antalet interner som finns tillgängliga för leverans i varje kategori. Detta antal växer med tiden beroende på dina kvoter.\n\nDu kan justera kontrollerna för att ändra kvoterna för vilka kategorier på internerna som du vill ta in i nästa intag.
report_intake_list_tooltip_dr	\n\nInterner som är på väg att få dödsstraff kräver en specifikt designerad Dödscell innan de kan tas in på ditt fängelse. Intaget för Dödsceller är också mycket långsammare än det vanliga intaget, och det är inte alltid som du får fler fångar som ska in i Dödscell. Dessa interner finns det inte många av.
report_intake_buttons_tooltip_title	Nästa intag
report_intake_buttons_tooltip	Du kan öka eller minska antalet interner som du vill ha in i nästa intag med denna sektion.\n\nOm du väljer Inga stänger det fängelset för nya interner, och om du väljer Alla tar det in alla tillgängliga interner.\n\nAntalet interner för varje kategori kan ändras med kontrollerna ovan.
report_intake_overview_tooltip_title	Översikt på intaget
report_intake_overview_tooltip	Här kan du se din nästa internleverans, och den betalning du kommer få. Antalet interner som levereras och deras kategori kan ändras med kontrollerna och knapparna ovan. Betalningen baseras på antalet interner i varje kategori.

report_needs_prisoners	Internernas behov
report_needs_staff	Personalens behov

valuation_categoryprison	Fängelsets värde
valuation_construction	Tegel och murbruk
valuation_objects	Inventarier
valuation_stock	Förråd och material
valuation_staff	Personal
valuation_startupgrant	Startbidrag
valuation_capacity	Internkapacitet
valuation_cash	Pengar
valuation_debt	Banklån
valuation_categoryperformance	Trygghet och säkerhet
valuation_bonustimewithoutincident	[Bonus] Tid utan incidenter
