
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nuevo
researchtooltip_maintainance	Desbloquea al Capataz. Te permite investigar más cosas, como el trabajo penitenciario o a miembros del personal adicionales, como al Jardinero.\n\nAl igual que todos los administradores, necesita una oficina para trabajar.
researchtooltip_clone	Desbloquea la herramienta de clonación en la barra de herramientas principal. Utiliza esta herramienta para duplicar rápidamente partes de tu cárcel, como las celdas. Para utilizarla, selecciona una zona a copiar arrastrando con el botón derecho del ratón y luego, pulse con el izquierdo para colocar una copia.
researchtooltip_groundskeeping	Desbloquea al Jardinero. Mantendrá tus áreas al aire libre limpias.
researchtooltip_cleaning	Desbloquea al Conserje. Limpiará todas las zonas internas de la prisión y también puede ayudar con el servicio de lavandería.
researchtooltip_health	Desbloquea al Médico, junto con la Enfermería y la Morgue. Envía a los presos heridos y al personal para que los enfermeros y médicos los curen.
researchtooltip_MentalHealth	Desbloquea al Psicólogo, que te proporciona una valiosa información sobre el estado psicológico interno de tus presos en todo momento.\n\nAl igual que todos los administradores, necesita una oficina para trabajar.
researchtooltip_finance	Desbloquea al Contable, que te da acceso a la información financiera de tu prisión.\n\nTambién te permite gastar a diario más dinero de lo que tus ingresos te permitirían normalmente, suponiendo que tienes fondos de reserva.\n\nAl igual que todos los administradores, necesita una oficina para trabajar.
researchtooltip_landexpansion	Proporciona autorización para comprar parcelas vecinas de tierra y  así ampliar el tamaño de tu prisión más allá de tus límites iniciales.
researchtooltip_prisonlabour	Te permite poner a los presos a trabajar  en tu prisión (cocina, limpieza, etc), ahorrándote los sueldos del personal, ganando dinero y enseñando a tus presos nuevas habilidades al mismo tiempo. También Desbloquea el Taller y la Lavandería.
researchtooltip_education	Desbloquea la capacidad de ejecutar programas de reformas educativas para tus presos, utilizado profesores externos
researchtooltip_contraband	Entrenamiento para que tus Guardias  mejoren en el seguimiento y recuperación de contrabando. Desbloquea el Informe de Oferta y Demanda de contrabando (mostrando todas las posibles ubicaciones dentro de tu prisión) y sigue los pasos de todo el contrabando requisado.\n\nTambién desbloquea la habilidad de reclutar prisioneros como Informantes Confidenciales.\n\nTambién desbloquea la vista de inteligencia de pandillas.
researchtooltip_policy	Desbloquea el informe de política, lo que te permite aumentar y reducir las penas para todos los tipos de malas conductas, así como activar automáticamente el registro de reclusos con mala conducta y sus celdas.\n\nTambién te permite controlar la política nutricional, cambiando la cantidad y variedad de alimentos que se sirven a los reclusos.
researchtooltip_armoury	Desbloquea la sala de armería y te permite desplegar guardias armados a lo largo de tu prisión.
researchtooltip_bodyarmour	Equipa a todos tus Guardias, Guardias Armados y Adiestradores de Perros con una Armadura Corporal. Esto puede ayudar a absorber los daños durante una pelea, pero tus guardias se moverán más lentos.\n\nLos guardias deben visitar la armería para obtener este equipados y armar a todos tus guardias te costará bastante.
researchtooltip_tazers	Permite a tus Guardias Armados llevar un Taser, un arma potente de un solo tiro que dejará a la mayoría de los objetivos inconscientes al instante. Los Tasers sólo pueden  dispararse una vez y necesitan una hora completa para recargarse.\n\nLos Guardias deben visitar la armería para conseguir equipamiento y tendrás que pagar por cada taser adquirido.
researchtooltip_tazersforeveryone	Extiende el programa de Taser para que tus Guardias regulares también puedan llevar los Taser para su defensa.\n\nDeben visitar la Armería para conseguir este equipo, y te costará para cada taser adquirido de esta manera.
researchtooltip_bankloans	Te permite pedir prestadas grandes sumas globales de dinero al banco a cambio de un pago diario de intereses. El pago de tus préstamos aumentará tu calificación de crédito y te permitirá pedir prestadas grandes sumas de dinero más tarde.
researchtooltip_lowertaxes1	Se aprovecha de los incentivos fiscales del gobierno y reduce tu Tasa Efectiva del Impuesto sobre Sociedades a sólo el 15%.\n\nTe ahorrarás 1.500$ de impuestos por cada 10.000$ de ganancia diaria.
researchtooltip_lowertaxes2	Tu contable está casi cruzando la frontera legal y moverá todas tus cuentas oficiales y procesos de negocios a un país extranjero con tasas de impuestos altamente preferenciales. Tu Impuesto de Sociedades se reducirá alrededor del 1%.\n\nAhorrarás un total de 3.00$ en impuestos por cada 10.000$ de beneficios diarios.
researchtooltip_extragrant	Te permite aceptar hasta tres subvenciones simultáneamente en lugar de dos.
researchtooltip_advancedmanagement	Te da las herramientas para micro gestionar aspectos de tu prisión para que respondan a tus necesidades.\n\nDesbloquea la logística de los Alimentos, permitiendo especificar qué cocinas hacen la comida para qué comedores y los comedores en los que los reclusos comen. De forma parecida, la logística de Lavandería te permite controlar qué bloques de celdas están cubiertos por qué lavanderías.\n\nTambién desbloquea el Calendario de Despliegue, que te permite personalizar el despliegue de guardias a las diferentes horas del día.\n\nDesbloquea el Calendario del Programa de Reformas, que te permite controlar manualmente el calendario diario de programas.
researchtooltip_permanentpunishment	A veces al estar en prisión no está bloqueado lo suficiente. Su abogado puede presentar los documentos necesarios para que pueda confinar presos en una celda, de forma permanente.
researchtooltip_removemincellsize	Las celdas de tu prisión requieren una cierta cantidad de espacio para adaptarse a los requisitos legales. Pero imagina cuántas celdas más podrían caber si ese no fuese el caso! Elimina los requisitos de tamaño mínimo para las celdas normales.
researchtooltip_reduceexecutionliability	Tu abogado solicita una reducción de la pena antes de que se inicien los trámites de la pena de muerte. Básicamente, reduce el número de reclamaciones que tiene un prisionero antes de que planifiques su ejecución.
researchtooltip_legalprep	Toda las cárceles sufren problemas de vez en cuando y algunos de estos problemas tienen consecuencias jurídicas bastante graves. Tu abogado iniciará los trámites para ayudar a eliminar tu culpabilidad si algo sale mal, pero hay que intentar preverlo.
researchtooltip_legaldefense	Estás en problemas algo ha salido terriblemente mal y te han dado un aviso. Si no vas a ser capaz de controlar la situación, tu abogado te puede ayudar a conseguir salir del pozo Completando esta investigación se eliminarán todos los avisos actuales que podrían tener como consecuencia tu despido.
researchtooltip_guardtowers	Desbloquea las torres de guardia y los francotiradores, lo que te permite contar con tiradores bien entrenados para vigilar las áreas exteriores de tu prisión.\n\nLos francotiradores necesitan visitar una armería para recoger un rifle o de lo contrario estarán desarmados.

research_legaldefense_adviser1	Parece que tu abogado ha iniciado unos trámites que te están protegiendo de las consecuencias de este desastre. Supongo que eso significa que no puedo despedirte. Por ahora…
research_legaldefense_adviser2	Mantén tu prisión en orden rápidamente y asegúrate de que se mantiene así. Ese truco no funcionará de nuevo y no te protegerá para siempre.

research_missingadministrator	REQUERIDO:



# =============================================================================
# Room Requirements
# =============================================================================

roomrequirement_required	REQUERIDO:
roomrequirement_recommended	Recomendado:
roomrequirement_minimumsize	Tamaño mínimo *W x *H
roomrequirement_minimumsize_short	Tamaño *W x *H
roomrequirement_indoor	Interior
roomrequirement_outdoor	Exterior
roomrequirement_solidground	Suelo firme
roomrequirement_secure	Seguro (detrás de al menos una puerta)
roomrequirement_secure_short	Seguro
roomrequirement_enclosed	Encerrado (rodeado por paredes y puertas)
roomrequirement_enclosed_short	Encerrado
requirement_entrance	Necesita entrada
roomrequirement_title	=[Requisitos de la habitación]=
roomrequirement_passed	[APROBADO]
roomrequirement_failed	[FALLADO]
roomrequirement_adjacentobject	Adyacente a la sala: *X

# =============================================================================
# Unlocks
# =============================================================================

unlock_title	DESBLOQUEADO

unlock_special_electricity	Sistemas eléctricos
unlock_special_food	Preparación de alimentos
unlock_special_officersafety	Oficial de seguridad
unlock_special_misbehavior	Mala conducta
unlock_special_accounting	Contabilidad
unlock_special_gangs	Pandillas

unlock_electricity_caption	Te permite construir centrales eléctricas y cables eléctricos, suministrando electricidad a todos los dispositivos que lo requieran.


# =============================================================================
# Advisers
# =============================================================================

click_to_continue	Pulsa para Continuar...
incoming_call	Llamada entrante ...

adviser_name_unknown	Desconocido
adviser_name_ceo	El Director Ejecutivo
adviser_name_warden	El Alcaide
adviser_name_governer	El Gobernador
adviser_name_chief	El Jefe
adviser_name_doctor	El Médico
adviser_name_kingpin	El Capo
adviser_name_edwardshooter	Edward
adviser_name_edwardsinner	Edward
adviser_name_edwardinmate	Edward
adviser_name_edwardswife	Susan, esposa de Edward
adviser_name_priest	El Sacerdote
adviser_name_newsreader	CNDC Noticias
adviser_name_mayor	El alcalde Calvin Heller


# =============================================================================
# Valuation, Reports etc
# =============================================================================

report_staff	Personal
report_prisoners	Reclusos
report_jobs	Tareas
report_needs	Necesidades
report_threats	Amenazas
report_regime	Régimen
report_policy	Política
report_grants	Subvenciones
report_finance	Finanzas
report_valuation	Evaluación
report_contraband	Contrabando
report_programs	Programas
report_schedule	Calendario
report_intake	Admisión

report_grants_bankloan	Préstamo bancario
report_grants_bankloan_text	Puedes pedir prestada una gran suma de dinero al banco. A cambio, el banco te cobrará intereses cada día, que debes pagar de tu flujo de caja.\n\nComo realizas pagos regulares, tu índice de crédito aumentará y el banco te permitirá pedir prestado más dinero. Pero si no les pagas, tu índice de crédito bajará y el banco rechazará prestarte más cuando lo necesites.\n\nNota: tu préstamo nunca se pagará solo con los intereses diarios.
report_grants_max1	Puedes aceptar más de una subvención a la vez.\nPide ayuda a tu contable para aumentar este límite.
report_grants_max2	Puedes aceptar un máximo de dos subvenciones a la vez.\nPide ayuda a tu contable para aumentar este límite.
report_grants_max3	Puedes aceptar un máximo de tres subvenciones a la vez.
report_grants_bankloan_amount	Préstamo actual del Banco: *X
report_grants_bankloan_interest	Interés: *X por día
report_grants_bankloan_max	Préstamo máximo: *X
report_grants_creditrating	Tu índice de crédito: *X
report_grants_inprogress_tt	(EN PROCESO)
report_grants_completed_tt	(COMPLETADO)
report_grants_locked_tt	(BLOQUEADO)
report_grants_advancepayment	*X Pago adelantado
report_grants_completionbonus	*X Bono de finalización
report_grants_objectives	[Objetivos]
report_grants_prereqs	[Prerrequisitos]
report_grants_completed	COMPLETADO
report_grants_locked	Bloqueado
report_grants_inprogress	En progreso
report_grants_hidden	(Más *X ocultos)
report_grants_taptoaccept	TOCA PARA ACEPTAR
report_grants_cancelfee	Coste de cancelación: *X

report_staff_title	Total de personal: *X
report_prisoners_title	Total de presos: *X
report_staff_group_builders	Trabajadores
report_staff_group_guards	Guardias
report_staff_group_staff	Personal
