
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Yeni
researchtooltip_contraband	Gardiyanlarının kaçak malların takibi ve bulunmasında daha iyi hale gelmesi için eğitim. Kaçak mal Arz ve Talep raporu, Kaçak mal yer paylaşımının kilidini açar (hapishanendeki tüm olası hırsızlık yerlerini gösterir) ve kaçak malların, sokulduğu veya çalındığı yere geri götürülmesini takip eder.\n\nAyrıca mahkumları Gizli Muhbir olarak işe alma yeteneğinin kilidini açar.\n\nAyrıca çete istihbarat görünümünün kilidini açar.
researchtooltip_policy	Politika Raporu'nun kilidini açar; böylece her türden yanlış davranışın cezasını artırabilir veya azaltabilirsin, aynı zamanda uygunsuz davranan mahkumun ve hücresinin aranmasını otomatik olarak başlatabilirsin.\n\nAyrıca mahkumlara sunulan gıda miktarı ve çeşitliliğini değiştirerek beslenme politikasını da kontrol etmene imkân tanır.
researchtooltip_armoury	Cephanelik odasının kilidini açarak hapishanende silahlı gardiyanları yerleştirmene imkan tanır.
researchtooltip_bodyarmour	Tüm Gardiyan, Silahlı Gardiyan ve Köpek Eğiticilerini çelik yelek ile donatır. Bu bir kavga esnasında hasarın absorbe edilmesini sağlar, ancak gardiyanların daha yavaş hareket eder.\n\nBu ekipmanı almak için gardiyanlarının cephaneliği ziyaret etmeleri gerekmektedir ve bu şekilde alınan her çelik yelek sana ücretlendirilecektir.
researchtooltip_tazers	Silahlı Gardiyanlarının, tek atışta etkili olan ve çoğu hedefi anında bayıltan bir silah olan Tazer'i taşımasına imkan tanır. Tazer bir kez kullanıldığında, yeniden kullanabilmek için bir saatlik şarj süresi vardır.\n\nBu ekipmanı almak için gardiyanlarının cephaneliği ziyaret etmeleri gerekmektedir ve bu şekilde alınan her bir tazer sana ücretlendirilecektir.
researchtooltip_tazersforeveryone	Tazer programını genişletir, böylece normal Gardiyanlar da savunmak için Tazer taşıyabilir.\n\nBu ekipmanı almak için Cephaneliği ziyaret etmeleri gerekmektedir ve bu şekilde alınan her bir tazer sana ücretlendirilecektir.
researchtooltip_bankloans	Günlük faiz ödemesi karşılığında, bankadan büyük miktarda para borç almana imkan tanır. Kredilerini ödemek kredi dereceni artıracaktır, böylece ileride daha büyük miktarda kredi çekebilirsin.
researchtooltip_lowertaxes1	Resmi vergi teşvikleri avantajı sağlar ve efektif Kurumlar Vergisi oranını %15'e indirir.\nGünlük her 10.000$'lık kardan 1.500$ vergi tasarruf edeceksin.
researchtooltip_lowertaxes2	Muhasebecin kuralları kırılma noktasına kadar esnetti ve tüm resmi hesaplarını ve iş sürecini, son derece ayrıcalıklı vergi oranları olan yabancı bir ülkeye taşıdı Efektif Kurumlar vergisi yaklaşık %1'lere düşecek.\n\nGünlük her 10.000$'lık kardan 3.000$ vergi tasarruf edeceksin.
researchtooltip_extragrant	Aynı anda iki yerine üç hibeyi kabul edebilmenizi sağlar.
researchtooltip_advancedmanagement	Hapishanenin görünüşünü mikro yönetmek için size araç sağlar ve böylece gereksinimlerini tam olarak yerine getirir.\n\nGıda lojistiğinin kilidini açarak hangi mutfağın hangi kantine yemek pişireceğini ve mahkumların hangi kantinde yemek yiyeceğini belirlemeni sağlar. Benzer şekilde, Çamaşırhane lojistiği, hangi hücre bloğunun hangi çamaşırhaneye ait olacağına karar vermeni sağlar.\n\nAyrıca Yerleştirme Planlayıcısının kilidini açarak gardiyan yerleştirmeni günün farklı saatlerinde ayarlamana imkan tanır.\n\nIslah Programı Planlayıcısının kilidini açarak günlük planlanan programların manuel olarak üzerinden geçmene imkan tanır.
researchtooltip_permanentpunishment	Bazen Hapishanede olmak yeterince kilit altında olmak değildir. Avukatın, mahkumları bir hücreye kalıcı olarak kapatmanı sağlamak için gerekli belgeleri hazırlayabilir.
researchtooltip_removemincellsize	Yasal gereksinimleri sağlamak için hapishanendeki hücrelerin için belirli bir alan gereklidir. Ancak hayal et, böyle olmasaydı daha kaç tane hücre sığdırabilirdin! Standart hücreler için minimum ölçü gereksinimini kaldırır.
researchtooltip_reduceexecutionliability	Ölüm hücresi işlemlerinin düzgünce başlatılmasından önce avukatın mahkumiyet sertliğini düşürmek için görüşmeler yapıyor. Mahkumların infazını, yükümlülüğü bulunmaksızın planlamadan önce mahkumların alacağı temyiz sayısını önemli oranda azaltır.
researchtooltip_legalprep	Her hapishanede her an sorun yaşanabilir ve bazıları oldukça büyük hukuki sonuçlar doğurur. Avukatın bir şeyler ters gittiğinde baskıyı azaltmak için evrak işlerine başlar ancak bunun şimdiden yapılması gerekli.
researchtooltip_legaldefense	Kötü durumdasın. Bir şeyler çok ters gitti ve uyarı aldın. Eğer durumla başa çıkamayacak gibiysen, avukatın seni oltadan kurtarabilir. Bu araştırmayı tamamlayınca şu anki tüm uyarılar kaldırılacak, aksi halde bu uyarılar işten kovulmana sebep olabilir.
researchtooltip_guardtowers	Nöbetçi Kuleleri ve Keskin Nişancıların kilidini açarak, hapishanenin dış mekanlarını gözetleyecek oldukça eğitimli nişancıların olmasını sağlar.\n\nKeskin Nişancıların tüfek alabilmek için bir cephaneliği ziyaret etmesi gerekir, yoksa silahsız kalırlar.

research_legaldefense_adviser1	Görünüşe göre avukatın seni bu karışıklığın sonuçlarından koruyan bazı evrak işleri hazırladı. Sanırım bu, sana ateş açamayacağım anlamına geliyor. Bu sefer.
research_legaldefense_adviser2	Hapishaneni hızlıca düzene koy ve kurallara bağlı bir şekilde işlemesini sağla. Bu kurnazlık tekrar işe yaramayacak ve seni sonsuza dek korumayacak.

research_missingadministrator	GEREKENLER:



# =============================================================================
# Room Requirements
# =============================================================================

roomrequirement_required	GEREKENLER:
roomrequirement_recommended	Önerilen:
roomrequirement_minimumsize	Minimum Ölçü *W x *H
roomrequirement_minimumsize_short	Ölçü *W x *H
roomrequirement_indoor	İçerisi
roomrequirement_outdoor	Dışarısı
roomrequirement_solidground	Sağlam Zemin
roomrequirement_secure	Güvenli (en az bir Kapı arkasında)
roomrequirement_secure_short	Güvenli
roomrequirement_enclosed	Etrafı Çevrili (Duvar ve kapılarla çevrelenmiş)
roomrequirement_enclosed_short	Etrafı Çevrili
requirement_entrance	Giriş Gerekli
roomrequirement_title	=[Oda Gereksinimleri]=
roomrequirement_passed	[GEÇTİ]
roomrequirement_failed	[BAŞARISIZ]
roomrequirement_adjacentobject	Bitişik Oda: *X

# =============================================================================
# Unlocks
# =============================================================================

unlock_title	KİLİDİ AÇIK

unlock_special_electricity	Elektrik Sistemleri
unlock_special_food	Yemek Hazırlama
unlock_special_officersafety	Memur Güvenliği
unlock_special_misbehavior	Kötü Davranış
unlock_special_accounting	Muhasebe
unlock_special_gangs	Çeteler

unlock_electricity_caption	Elektrik santrali ve elektrik kablolarına ihtiyaç duyan tüm cihazlara elektrik sağlayan bu elektrik santrali ve kablolarının yerleştirilmesine imkan tanır.


# =============================================================================
# Advisers
# =============================================================================

click_to_continue	Devam Etmek İçin Tıkla...
incoming_call	Gelen Çağrı...

adviser_name_unknown	Bilinmeyen
adviser_name_ceo	CEO
adviser_name_warden	Müdür
adviser_name_governer	Vali
adviser_name_chief	Şef
adviser_name_doctor	Doktor
adviser_name_kingpin	The KingPin
adviser_name_edwardshooter	Edward
adviser_name_edwardsinner	Edward
adviser_name_edwardinmate	Edward
adviser_name_edwardswife	Edward'ın Eşi Susan
adviser_name_priest	Rahip
adviser_name_newsreader	CNDC Haber
adviser_name_mayor	Başkan Calvin Heller


# =============================================================================
# Valuation, Reports etc
# =============================================================================

report_staff	Personel
report_prisoners	Mahkumlar
report_jobs	İşler
report_needs	İhtiyaçlar
report_threats	Tehditler
report_regime	Rejim
report_policy	Politika
report_grants	Hibeler
report_finance	Finans
report_valuation	Değerleme
report_contraband	Kaçak Mal
report_programs	Programlar
report_schedule	Planlayıcı
report_intake	Alım

report_grants_bankloan	Banka Kredisi
report_grants_bankloan_text	Bankadan büyük miktarda borç para alabilirsin. Karşılığında banka sana günlük faiz kesecek, bunu nakit akışından ödemelisin.\n\nÖdemeleri düzenli yaptığında kredi oranları artacak ve banka sana daha fazla borç para verebilecek. Ancak eğer ödemeleri kaçırırsan kredi derecen önemli ölçüde azalacak ve banka ihtiyacın olduğunda daha fazla borç para vermeyi reddedecek.\n\nNot: Kredilerin asla sadece günlük faiz ödemeleriyle kapatılamaz.
report_grants_max1	Aynı anda sadece bir hibe kabul edebilirsin.\nBu limiti yükseltmek için muhasebecini kullan.
report_grants_max2	Aynı anda sadece bir hibe kabul edebilirsin.\nBu limiti yükseltmek için muhasebecini kullan.
report_grants_max3	Aynı anda üç hibeden fazlasını kabul edemezsin.
report_grants_bankloan_amount	Şu Anki Banka Kredisi: *X
report_grants_bankloan_interest	Faiz: Günlük *X
report_grants_bankloan_max	Maksimum Kredi: *X
report_grants_creditrating	Kredi Derecen: *X
report_grants_inprogress_tt	(DEVAM EDİYOR)
report_grants_completed_tt	(TAMAMLANDI)
report_grants_locked_tt	(KİLİTLİ)
report_grants_advancepayment	*X Avans ödemesi
report_grants_completionbonus	*X Tamamlama bonusu
report_grants_objectives	[Hedefler]
report_grants_prereqs	[Ön Gereksinimler]
report_grants_completed	TAMAMLANMIŞ
report_grants_locked	Kilitli
report_grants_inprogress	Devam Ediyor
report_grants_hidden	(*X daha fazlası gizli)
report_grants_taptoaccept	KABUL ETMEK İÇİN DOKUN
report_grants_cancelfee	İptal maliyeti: *X

report_staff_title	Toplam Personel: *X
report_prisoners_title	Toplam Mahkum: *X
report_staff_group_builders	İşçiler
report_staff_group_guards	Gardiyanlar
report_staff_group_staff	Personel
report_staff_group_administrators	Yöneticiler
report_staff_group_prisoners	Mahkumlar
report_staff_group_prisoners_high	Yüksek Risk
report_staff_group_prisoners_normal	Normal Risk
report_staff_group_prisoners_low	Düşük Risk
report_staff_group_prisoners_protected	Korumalı Gözaltı
report_staff_group_prisoners_supermax	SüperMaks
report_staff_group_prisoners_deathrow	Ölüm Hücresi

report_staff_fire	YANGIN

report_intake_title	Alım
report_intake_catheader_cat	Kategori
report_intake_catheader_pay	Ödeme
report_intake_catheader_available	Mevcut
report_intake_catheader_amount	Oran
report_intake_next_header	Sonraki Alım: *X
report_intake_cat_minsec	Min Güv
report_intake_cat_normal	Ort Güv
report_intake_cat_maxsec	Maks Güv
report_intake_cat_deathrow	Ölüm Hücresi
report_intake_slider_minsec	Min Güv alım oranını ayarla
report_intake_slider_normal	Ort Güv alım oranını ayarla
report_intake_slider_maxsec	Maks Güv alım oranını ayarla
report_intake_slider_deathrow	Ölüm Hücresi alım oranını ayarla
report_intake_closed	KAPALI
report_intake_locked	KİLİTLİ
report_intakeclosed	Alım Kapalı
report_intakeclosed_tooltip	Mahkum alımın kapalı. Tekrar açana kadar yeni mahkum almayacaksın.
report_intakenumperday	Günlük Alım
report_intakenumperday_tooltip	Bir sonraki alımda teslim edilmesini istediğin toplam mahkum sayısı. Bir sonraki alımda teslim almak istediğin mahkum sayısını artırabilir ya da azaltabilirsin \n\nHer kategorideki mahkum sayısı, yukarıdaki kaydırıcılarla ayarlanır.
report_intaketotalprisoners	Toplam Mahkum
report_intaketotalprisoners_tooltip	Hapishanende olmasını istediğin toplam mahkum sayısı. Alım, her gün otomatik olarak bu rakama tamamlanacak.\n\nHer bir kategorideki mahkum sayısı, yukarıdaki kaydırıcılarla ayarlanır.
report_intakeallavailable	Mevcut Olanların Tamamı
report_intakeallavailable_tooltip	Açık tüm alım havuzlarında mevcut olan tüm mahkumlar, bir sonraki alımda teslim edilecek.
report_intakefillcapacity	Kapasiteyi Doldur
report_intakefillcapacity_tooltip	Hapishaneni kapasitesi kadar doldurmak için mevcut alım havuzlarından olabildiğince mahkum al.\n\nHer kategorideki mahkum sayısı, yukarıdaki kaydırıcılarla ayarlanır.
reports_intaketypenone	Kapalı
reports_intaketypefillcapacity	Kapasiteyi Doldur
reports_intaketypetotalprisoners	Toplam Mahkum
reports_intaketypenumperday	Gün Başına Sayı
reports_intaketypeallavailable	Mevcut Olanların Tamamı
report_intakemaxperdaydecr	<<
report_intakemaxperdayincr	>>
report_intakemaxperdaynone	Hiçbiri
report_intakemaxperdayall	Tümü
reports_intakedelivernow	Şimdi Teslim Et
report_intakepayment	Ödeme
report_intakeall	TÜMÜ
report_intakefill	*X kişiye kadar doldur
report_intakefill_mothers	*X kişiye kadar doldur (Aile Hücreleri sayılmaz)
report_intake_list_tooltip_title	Alım Kategorileri
report_intake_list_tooltip	Hapishanene teslim edilebilecek tüm kategorilerin bir listesi.\n\nHavuzun büyüklüğü, her bir kategoride teslim edilmeye hazır toplam mahkum sayısını gösterir. Bu sayı, kaydırıcıların oranına bağlı olarak zamanla artar.\n\nBir sonraki alımda teslim alacağın mahkum kategorileri oranını değiştirmek için kaydırıcıları ayarlayabilirsin.
report_intake_list_tooltip_dr	\n\nÖlüm Hücresi mahkumlarının hapishanene aktarılmaları için özel tasarlanmış Ölüm hücreleri gerekir. Ölüm Hücresine alım da ayrıca normal alımdan çok daha yavaştır ve Ölüm hücresi havuzunda daima bir artış elde edemezsin. Bu mahkumların sayısı çok azdır ve seyrektir.
report_intake_buttons_tooltip_title	Sonraki Alım
report_intake_buttons_tooltip	Bu bölümü kullanarak bir sonraki alımda teslim almak istediğin mahkum sayısını artırabilir veya azaltabilirsin.\n\n"Hiçbiri"ni seçince, hapishanen yeni mahkumlara kapanacaktır, "Tümü" nü seçince de toplam mevcut mahkum sayısı alınacaktır.\n\nHer bir kategoriden mahkum sayısı, yukarıdaki kaydırıcı ile ayarlanır.
report_intake_overview_tooltip_title	Alıma Genel Bakış
report_intake_overview_tooltip	Burada, bir sonraki mahkum teslimatını ve teslim alacağın ödemeyi görüntüleyebilirsin. Teslim edilen mahkum sayısı ve kategorileri, yukarıdaki kaydırıcı ve düğmelerle değiştirilebilir. Ödeme, her bir kategorideki mahkum sayısına göre yapılır.

report_needs_prisoners	Mahkum İhtiyaçları
report_needs_staff	Personel İhtiyaçları

valuation_categoryprison	Hapishane Değeri
valuation_construction	Tuğla ve Harç
valuation_objects	Demirbaşlar
valuation_stock	Stok ve Malzemeler
valuation_staff	Personel
valuation_startupgrant	Başlangıç Hibesi
valuation_capacity	Mahkum Kapasitesi
valuation_cash	Nakit
valuation_debt	Banka Kredisi
valuation_categoryperformance	Emniyet ve Güvenlik
valuation_bonustimewithoutincident	[Bonus] Olaysız zaman
valuation_finedeath	[Ceza] Son 24 saatteki ölümler
valuation_fineescape	[Ceza] Son 24 saatteki firarlar
valuation_total	TOPLAM
valuation_sell	SAT
valuation_sellprison	HAPİSHANEYİ SAT
valuation_sell_tooltip	Hapishaneni satarak bu hapishanedeki karları alabilir ve çok daha yüksek başlangıç banka bakiyesi ile yeni bir hapishaneye başlayabilirsin.\n\nBu hapishaneyi hala işletmeye devam edebileceksin, ancak bir seferde sadece bir hapishane satabilirsin. Satıştan elde edilecek tüm kar yeni alanına aktarılacak.
valuation_sold	Bu hapishane şu fiyata satıldı: *X
valuation_donotown	Bu hapishanenin sahibi olmadığın için satamazsın.
valuation_sellsome	Hisse sat
valuation_buysome	Hisse satın al
valuation_shares	Hisse al ve sat
valuation_shares_tooltip	Hapishanenin %50'ye kadarı için, dış yatırımcılara hisse satabilirsin. Ödeme hemen nakit olarak yapılacaktır. Yatırımları karşılığında hissedarların, hapishaneni sattığında, toplam satış fiyatından hisse miktarı kadarını alır.\n\nÖrn. eğer hapishanenin %30 hissesini satarsan, ilk satış değerinin sadece %70'ini alacaksın. Son sattığın hisseleri her an geri satın alabilirsin. Ancak maliyeti teslim aldığın satış fiyatından daha yüksek olacaktır.
