
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nieuw
researchtooltip_bodyarmour	Voorziet al je bewakers, gewapende bewakers en hondentrainers van beschermende kleding. Deze kleding vangt de klappen op tijdens een gevecht, maar je bewakers worden er wel langzamer van.\n\nDeze kleding ligt in de wapenkamer en het is een prijzige investering.
researchtooltip_tazers	Staat toe dat je gewapende bewakers tasers dragen: een krachtig wapen dat de meeste doelen meteen uitschakelt. Tasers kunnen maar één keer afgevuurd worden voor ze één uur opgeladen moeten worden.\n\nGewapende bewakers kunnen hun tasers ophalen in de wapenkamer en het is een prijzige investering.
researchtooltip_tazersforeveryone	Breidt het taserprogramma uit zodat ook je gewone bewakers tasers mogen gebruiken om zich te verdedigen.\n\nZe kunnen dit wapen ophalen in de wapenkamer en het is een prijzige investering.
researchtooltip_bankloans	Hiermee kun je grote sommen geld lenen van de bank in ruil voor een dagelijkse terugbetaling met rente. Als je je leningen afbetaalt, wordt je kredietwaardigheid verhoogd zodat je later weer grotere sommen kunt lenen.
researchtooltip_lowertaxes1	Maakt gebruik van belastingvoordelen en verlaagt het tarief van de vennootschapsbelasting naar slechts 15%.\n\nJe zult $1500 aan belasting besparen per $10.000 aan dagelijkse winst.
researchtooltip_lowertaxes2	Je accountant buigt de regels en verhuist al je officiële rekeningen en inkomsten naar het buitenland met betere belastingtarieven. Je vennootschapsbelasting daalt naar ongeveer 1%.\n\nJe bespaart in totaal $3000 aan belasting per $10.000 aan dagelijkse winst.
researchtooltip_extragrant	Zorgt ervoor dat je drie subsidies tegelijkertijd kunt aannemen in plaats van twee.
researchtooltip_advancedmanagement	Geeft je de middelen om bepaalde aspecten van je gevangenis op microniveau te beheren zodat ze aan je eisen voldoen.\n\nOntgrendelt logistiek voor etenswaren zodat je zelf kunt bepalen welke keukens voor welke kantines koken en in welke kantines de gevangenen mogen eten. De logistiek van de wasserette werkt op vergelijkbare wijze: je mag zelf bepalen welke celblokken hun was naar bepaalde wasserettes sturen.\n\nDaarnaast wordt ook de roostermaker ontgrendeld, zodat je zelf kunt bepalen wanneer je bewakers inzet.\n\nOntgrendelt ook het hervormingsrooster zodat je handmatig het rooster met dagelijkse programma's kunt wijzigen.
researchtooltip_permanentpunishment	Soms is de gevangenis niet ellendig genoeg. Je advocaat kan de benodigde papieren inleveren zodat je gevangenen voorgoed in een cel kunt plaatsen.
researchtooltip_removemincellsize	De cellen in je gevangenis moeten aan bepaalde afmetingen voldoen. Maar stel je eens voor hoeveel cellen je kunt bouwen als je je niet aan die eisen hoefde te houden! Verwijdert de minimale afmetingen voor standaard cellen.
researchtooltip_reduceexecutionliability	Je advocaat pleit voor een wet waarbij een vonnis vaststaat zodat er eerder voorbereidingen voor de dodencel kunnen worden getroffen. Het komt erop neer dat een gevangene minder vaak in beroep kan gaan tegen de uitspraak van de rechter zodat je zonder problemen hun executie kunt inplannen.
researchtooltip_legalprep	Elke gevangenis heeft zo nu en dan problemen en sommige problemen hebben verstrekkende, juridische gevolgen. Je advocaat zorgt voor al het papierwerk zodat je niet meteen ten onder gaat, maar dit moet wel vooraf gebeuren en niet achteraf.
researchtooltip_legaldefense	Het ziet er slecht uit: er is iets misgegaan en je bent gewaarschuwd. Zo te zien kun je de situatie niet aan. je advocaat kan je helpen vrijuit te gaan. Als je dit onderzoek voltooit, worden mogelijke waarschuwingen verwijderd die er anders voor hadden gezorgd dat je ontslagen zou worden.
researchtooltip_guardtowers	Hiermee ontgrendel je bewakingstorens en scherpschutters die de terreinen buiten je gevangenis in de gaten houden.\n\nScherpschutters moeten naar de wapenkamer om een geweer op te halen, anders zijn ze niet gewapend.

research_legaldefense_adviser1	Zo te zien heeft je advocaat formulieren getekend en ingeleverd die je zullen beschermen tegen de gevolgen van deze rotzooi. Dat betekent dus dat ik je niet kan ontslaan. Voorlopig.
research_legaldefense_adviser2	Zorg dat je je gevangenis weer op orde krijgt en blijf uit de problemen. Dat grapje kun je niet nog een keer uithalen.

research_missingadministrator	VEREIST:



# =============================================================================
# Room Requirements
# =============================================================================

roomrequirement_required	VEREIST:
roomrequirement_recommended	Aanbevolen:
roomrequirement_minimumsize	Minimum afmetingen *W x *H
roomrequirement_minimumsize_short	Afmetingen *W x *H
roomrequirement_indoor	Binnen
roomrequirement_outdoor	Buiten
roomrequirement_solidground	Stevige ondergrond
roomrequirement_secure	Vergrendeld (achter minstens één deur)
roomrequirement_secure_short	Vergrendeld
roomrequirement_enclosed	Omsloten (omgeven door muren en deuren)
roomrequirement_enclosed_short	Omsloten
requirement_entrance	Heeft een ingang nodig
roomrequirement_title	=[Kamervereisten]=
roomrequirement_passed	[GOEDGEKEURD]
roomrequirement_failed	[MISLUKT]
roomrequirement_adjacentobject	Sluit aan op kamer: *X

# =============================================================================
# Unlocks
# =============================================================================

unlock_title	ONTGRENDELD

unlock_special_electricity	Elektrische systemen
unlock_special_food	Voedselbereiding
unlock_special_officersafety	Veiligheid voor agenten
unlock_special_misbehavior	Wangedrag
unlock_special_accounting	Accounting
unlock_special_gangs	Bendes

unlock_electricity_caption	Zorgt voor de bouw en aanleg van krachtcentrales en elektrische kabels die energie leveren aan alle apparaten die op stroom werken.


# =============================================================================
# Advisers
# =============================================================================

click_to_continue	Klik om door te gaan...
incoming_call	Inkomende oproep...

adviser_name_unknown	Onbekend
adviser_name_ceo	De algemeen directeur
adviser_name_warden	De gevangenisdirecteur
adviser_name_governer	De gouverneur
adviser_name_chief	Het hoofd beveiliging
adviser_name_doctor	De arts
adviser_name_kingpin	De gangster
adviser_name_edwardshooter	Edward
adviser_name_edwardsinner	Edward
adviser_name_edwardinmate	Edward
adviser_name_edwardswife	Edwards vrouw Susan
adviser_name_priest	De priester
adviser_name_newsreader	CNDC Nieuws
adviser_name_mayor	Burgemeester Calvin Heller


# =============================================================================
# Valuation, Reports etc
# =============================================================================

report_staff	Personeel
report_prisoners	Gevangenen
report_jobs	Taken
report_needs	Behoeften
report_threats	Dreigementen
report_regime	Dagrooster
report_policy	Beleid
report_grants	Subsidies
report_finance	Financiën
report_valuation	Waardebepaling
report_contraband	Smokkelwaar
report_programs	Programma's
report_schedule	Schema
report_intake	Toestroom

report_grants_bankloan	Lening
report_grants_bankloan_text	Je kunt een grote som geld lenen bij de bank. In ruil daarvoor berekent de bank elke dag rente die je zelf moet betalen.\n\nAls je je lening regelmatig aflost, zal je kredietwaardigheid toenemen en kun je telkens meer geld lenen. Als je echter betalingen overslaat, zal je kredietwaardigheid afnemen en zal de bank weigeren om je meer geld te lenen.\n\nLet op: je kunt je lening nooit helemaal aflossen door alleen de dagelijkse rente terug te betalen.
report_grants_max1	Je kunt maar één subsidie tegelijk accepteren.\nOm meer subsidies te mogen aannemen, heb je een accountant nodig.
report_grants_max2	Je kunt maar twee subsidies tegelijkertijd accepteren.\nOm meer subsidies te mogen aannemen, heb je een accountant nodig.
report_grants_max3	Je mag maximaal drie subsidies per tegelijkertijd accepteren.
report_grants_bankloan_amount	Huidige lening: *X
report_grants_bankloan_interest	Rente: *X per dag
report_grants_bankloan_max	Maximale lening: *X
report_grants_creditrating	Je kredietwaardigheid: *X
report_grants_inprogress_tt	(IN UITVOERING)
report_grants_completed_tt	(VOLTOOID)
report_grants_locked_tt	(VERGRENDELD)
report_grants_advancepayment	Voorschot van *X
report_grants_completionbonus	Voltooiingsbonus van *X
report_grants_objectives	[Doelen]
report_grants_prereqs	[Voorwaarden]
report_grants_completed	VOLTOOID
report_grants_locked	Vergrendeld
report_grants_inprogress	In uitvoering
report_grants_hidden	(Nog *X verborgen)
report_grants_taptoaccept	Tik om te accepteren
report_grants_cancelfee	Annuleringskosten: *X

report_staff_title	Totaal aantal personeelsleden: *X
report_prisoners_title	Totaal aantal gevangenen: *X
report_staff_group_builders	Arbeiders
report_staff_group_guards	Bewakers
report_staff_group_staff	Personeel
report_staff_group_administrators	Administrateurs
report_staff_group_prisoners	Gevangenen
report_staff_group_prisoners_high	Hoog risico
report_staff_group_prisoners_normal	Normaal risico
report_staff_group_prisoners_low	Laag risico
report_staff_group_prisoners_protected	In afzondering
report_staff_group_prisoners_supermax	SuperMax
report_staff_group_prisoners_deathrow	Dodencel

report_staff_fire	BRAND

report_intake_title	Toestroom
report_intake_catheader_cat	Categorie
report_intake_catheader_pay	Betaling
report_intake_catheader_available	Beschikbaar
report_intake_catheader_amount	Ratio
report_intake_next_header	Volgende toestroom: *X
report_intake_cat_minsec	Min bew.
report_intake_cat_normal	Gem. bew.
report_intake_cat_maxsec	Max. bew.
report_intake_cat_deathrow	Dodencel
report_intake_slider_minsec	Pas de toestroom van minimaal beveiligde gevangenen aan
report_intake_slider_normal	Pas de toestroom van gemiddeld beveiligde gevangenen aan
report_intake_slider_maxsec	Pas de toestroom van maximaal beveiligde gevangenen aan
report_intake_slider_deathrow	Pas de toestroom van terdoodveroordeelden aan
report_intake_closed	GESLOTEN
report_intake_locked	VERGRENDELD
report_intakeclosed	Opname gesloten
report_intakeclosed_tooltip	Je opname van gevangenen is gesloten. Je ontvangt geen nieuwe gevangenen totdat je het weer opent.
report_intakenumperday	Dagelijkse opname
report_intakenumperday_tooltip	Het totale aantal gevangenen dat je wilt ontvangen bij de volgende opname. Je kunt het aantal gevangenen dat je wilt ontvangen bij de volgende opname verhogen of verlagen.\n\nHet aantal gevangenen van elke categorie kun je met bovenstaande schuifregelaars aanpassen.
report_intaketotalprisoners	Totaal aantal gevangenen
report_intaketotalprisoners_tooltip	Het totale aantal gevangenen dat je in je gevangenis wilt. De instroom zal elke dag gebeuren tot dit aantal bereikt is.\n\nHet aantal gevangenen van elke categorie kun je met bovenstaande schuifregelaars aanpassen.
report_intakeallavailable	Alle beschikbare
report_intakeallavailable_tooltip	Alle beschikbare gevangenen worden bij de volgende opname geleverd.
report_intakefillcapacity	Volle capaciteit
report_intakefillcapacity_tooltip	Neem zoveel gevangenen aan als mogelijk vanuit de beschikbare opnamebronnen om je gevangenis tot volle capaciteit te vullen.\n\nHet aantal gevangenen van elke categorie kun je met bovenstaande schuifregelaars aanpassen.
reports_intaketypenone	Gesloten
reports_intaketypefillcapacity	Volle capaciteit
reports_intaketypetotalprisoners	Totaal aantal gevangenen
reports_intaketypenumperday	Aantal per dag
reports_intaketypeallavailable	Alle beschikbare
report_intakemaxperdaydecr	<<
report_intakemaxperdayincr	>>
report_intakemaxperdaynone	Geen
report_intakemaxperdayall	Allen
reports_intakedelivernow	Nu leveren
report_intakepayment	Betaling
report_intakeall	ALLEN
report_intakefill	Vullen tot *X
report_intakefill_mothers	Vullen tot *X (gezinscellen niet meegeteld)
report_intake_list_tooltip_title	Toestroomcategorieën
report_intake_list_tooltip	Een lijst met alle categorieën die je bij je gevangenis hebt laten afleveren.\n\nGeeft het totaal aantal gevangenen aan dat in elke categorie afgeleverd kan worden. Dit aantal zal geleidelijk aan toenemen, afhankelijk van de stand van de schuifknoppen.\n\nJe kunt de schuifknoppen verplaatsen om de verhoudingen van de categorieën te wijzigen die je bij de volgende toestroom kunt ontvangen.
report_intake_list_tooltip_dr	\n\nGevangenen die de doodstraf hebben gekregen, worden gehuisvest in een speciale dodencel voor ze naar je gevangenis kunnen worden overgebracht. De toestroom van ter dood veroordeelden is ook een stuk langzamer dan de toestroom van gewone gevangenen, dus het aantal ter dood veroordeelden zal niet altijd toenemen. Deze soort gevangenen komen niet vaak voor.
report_intake_buttons_tooltip_title	Volgende toestroom
report_intake_buttons_tooltip	In deze sectie wijzig je het aantal gevangenen dat je bij de volgende toestroom kunt ontvangen.\n\nSelecteer 'Geen' om geen nieuwe gevangenen te ontvangen: selecteer 'Allen' om het totale aantal beschikbare gevangenen op te nemen.\n\nJe kunt het aantal gevangenen in de categorieën wijzigen met de bovenstaande schuifknoppen.
report_intake_overview_tooltip_title	Overzicht van toestroom
report_intake_overview_tooltip	Hier kun je de volgende toestroom van nieuwe gevangenen zien en het geld dat je ermee verdient. Je kunt het aantal gevangenen en de categorieën wijzigen met de (schuif-)knoppen. De betaling is gebaseerd op het aantal gevangenen in elke categorie.

report_needs_prisoners	Behoeften gevangenen
report_needs_staff	Behoeften personeel

valuation_categoryprison	Gevangeniswaarde
valuation_construction	Steen
valuation_objects	Lampen en voorzieningen
valuation_stock	Voorraden en materialen
valuation_staff	Personeel
valuation_startupgrant	Startsubsidie
valuation_capacity	Capaciteit
valuation_cash	Cash
valuation_debt	Leningen
valuation_categoryperformance	Veiligheid en beveiliging
valuation_bonustimewithoutincident	[Bonus] Tijd zonder incident
valuation_finedeath	[Straf] Aantal sterfgevallen in de afgelopen 24 uur
valuation_fineescape	[Straf] Aantal ontsnappingen in de afgelopen 24 uur
valuation_total	TOTAAL
valuation_sell	VERKOPEN
valuation_sellprison	GEVANGENIS VERKOPEN
valuation_sell_tooltip	Door je gevangenis te verkopen kun je met de opbrengst een nieuwe gevangenis bouwen met een veel hoger startbedrag op je rekening.\n\nJe kunt deze gevangenis nog wel beheren, maar je kunt een gevangenis maar één keer verkopen. Alle opbrengsten van de verkoop worden overgebracht naar je nieuwe faciliteit.
valuation_sold	Deze gevangenis is verkocht voor: *X
valuation_donotown	Je kunt deze gevangenis niet verkopen. Hij is niet van jou.
valuation_sellsome	Aandelen verkopen
valuation_buysome	Aandelen kopen
valuation_shares	Aandelen kopen en verkopen
valuation_shares_tooltip	Je kunt maximaal 50% van je gevangenis verkopen aan investeerders in de vorm van aandelen. Daar krijg je meteen geld voor. In ruil voor hun investeringen krijgen je aandeelhouders bij verkoop een deel van de opbrengst.\n\nAls je dus 30% aan aandelen verkoopt, krijg je maar 70% van de uiteindelijke opbrengst. Je kunt je verkochte aandelen altijd terugkopen, maar de prijs kan hoger liggen dan het bedrag dat jij ervoor hebt gekregen.
