
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	新建
adviser_name_edwardshooter	愛德華
adviser_name_edwardsinner	愛德華
adviser_name_edwardinmate	愛德華
adviser_name_edwardswife	愛德華的妻子蘇珊
adviser_name_priest	牧師
adviser_name_newsreader	CNDC 新聞
adviser_name_mayor	市長卡爾文·赫樂


# =============================================================================
# Valuation, Reports etc
# =============================================================================

report_staff	工作人員
report_prisoners	囚犯
report_jobs	任務
report_needs	需求
report_threats	威脅
report_regime	管理制度
report_policy	政策
report_grants	津貼任務
report_finance	財務
report_valuation	估值
report_contraband	違禁品
report_programs	課程
report_schedule	調度程序
report_intake	收監

report_grants_bankloan	銀行貸款
report_grants_bankloan_text	您可以從銀行借貸大筆資金。作為交換，銀行每天將收取利息，您必須從您的現金流中支付該利息。\n\n定期付款將提高您的信用評級，而且銀行將允許您借貸更多資金。但是，如果未如期付款，您的信用評級將大幅下降，而且銀行將在您需要借貸時拒絕借給您更多資金。\n\n注意：如果只支付日息，您的貸款將永遠不會償清。
report_grants_max1	您在同一時間只能接受 1 項津貼任務。\n使用會計師，以提高此限額。
report_grants_max2	您在同一時間可接受不超過 2 項津貼任務。\n使用會計師，以提高此限額。
report_grants_max3	您在同一時間可接受不超過 3 項津貼任務。
report_grants_bankloan_amount	當前銀行貸款：*X
report_grants_bankloan_interest	利息：*X/天
report_grants_bankloan_max	最高貸款金額：*X
report_grants_creditrating	您的信用評級：*X
report_grants_inprogress_tt	（進行中）
report_grants_completed_tt	（已完成）
report_grants_locked_tt	（已鎖定）
report_grants_advancepayment	*X 預付款
report_grants_completionbonus	*X 完成獎勵
report_grants_objectives	[目標]
report_grants_prereqs	[先決條件]
report_grants_completed	已完成
report_grants_locked	已鎖定
report_grants_inprogress	進行中
report_grants_hidden	（還隱藏了 *X 個）
report_grants_taptoaccept	點選以接受
report_grants_cancelfee	取消成本：*X

report_staff_title	工作人員總數：*X
report_prisoners_title	囚犯總數：*X
report_staff_group_builders	工人
report_staff_group_guards	警衛
report_staff_group_staff	工作人員
report_staff_group_administrators	管理人員
report_staff_group_prisoners	囚犯
report_staff_group_prisoners_high	高風險
report_staff_group_prisoners_normal	普通風險
report_staff_group_prisoners_low	低風險
report_staff_group_prisoners_protected	保護性監禁
report_staff_group_prisoners_supermax	超高安全級別
report_staff_group_prisoners_deathrow	死囚區

report_staff_fire	解僱

report_intake_title	收監
report_intake_catheader_cat	類別
report_intake_catheader_pay	補償
report_intake_catheader_available	可用
report_intake_catheader_amount	比率
report_intake_next_header	下次收監：*X
report_intake_cat_minsec	最低安全級別
report_intake_cat_normal	中等安全級別
report_intake_cat_maxsec	最高安全級別
report_intake_cat_deathrow	死囚區
report_intake_slider_minsec	調整最低安全級別收監比率
report_intake_slider_normal	調整中等安全級別收監比率
report_intake_slider_maxsec	調整最高安全級別收監比率
report_intake_slider_deathrow	調整死囚區收監比率
report_intake_closed	已關閉
report_intake_locked	已鎖定
report_intakeclosed	停止收容
report_intakeclosed_tooltip	停止收容囚犯。直到你重新開啟，你將不再收到新囚犯。
report_intakenumperday	每日新進人數
report_intakenumperday_tooltip	下次押送囚犯時，你想要的囚犯數量。你可以增加或減少你想要在下次押送囚犯時的收容數量。\n\n 每一類型的囚犯數量可以從上方的滑桿做調整。
report_intaketotalprisoners	囚犯總數
report_intaketotalprisoners_tooltip	你想要在你監獄收容的囚犯總數量。新進人數會每天自動補足到這個數量。\n\n 每一類型的囚犯數量可以從上方的滑桿做調整。
report_intakeallavailable	全部可收容
report_intakeallavailable_tooltip	從所有開啟的收容庫中，可收容的囚犯，將於下次收容時押送。
report_intakefillcapacity	增加至上限
report_intakefillcapacity_tooltip	從收容庫收盡可能多的囚犯以填補你的監獄容量。\n\n每一類型的囚犯數量可以從上方的滑桿做調整。
reports_intaketypenone	關閉
reports_intaketypefillcapacity	增加至上限
reports_intaketypetotalprisoners	囚犯總數
reports_intaketypenumperday	每日數量
reports_intaketypeallavailable	全部可收容
report_intakemaxperdaydecr	<<
report_intakemaxperdayincr	>>
report_intakemaxperdaynone	無
report_intakemaxperdayall	全部
reports_intakedelivernow	立即移交
report_intakepayment	補償
report_intakeall	全部
report_intakefill	增加至 *X
report_intakefill_mothers	增加至 *X （家庭牢房不算）
report_intake_list_tooltip_title	收監類別
report_intake_list_tooltip	您可以移交至監獄的所有囚犯類別的清單。\n\n收監區的大小顯示了各類別可移交囚犯的總數。此數目會隨時間的推移而增長，具體取決於滑桿的比率。\n\n您可以調整滑桿，以變更將在下次收監時接收的囚犯類別比率。
report_intake_list_tooltip_dr	\n\n死囚區囚犯需要專門指定的死囚區牢房，然後才能被移交到您的監獄。死囚區收監的速度也比普通收監慢很多，而且您的死囚區不會一直增加。這些囚犯很罕見。
report_intake_buttons_tooltip_title	下次收監
report_intake_buttons_tooltip	您可以使用此部分，來增加或減少下次收監時希望接收的囚犯數量。\n\n選擇「無」將對新囚犯關閉您的監獄，而選擇「全部」則將接收所有可用囚犯。\n\n可使用上方的滑桿來調整各個類別的囚犯數量。
report_intake_overview_tooltip_title	收監概覽
report_intake_overview_tooltip	在這裡，您可以檢視下次囚犯移交和您將收到的補償。可使用上方的滑桿和按鈕來變更要移交的囚犯數目及其類別。補償取決於各個類別的囚犯數目。

report_needs_prisoners	囚犯需求
report_needs_staff	工作人員需求

valuation_categoryprison	監獄價值
valuation_construction	建築物
valuation_objects	固定裝置
valuation_stock	庫存和材料
valuation_staff	工作人員
valuation_startupgrant	開始津貼任務
valuation_capacity	囚犯容量
valuation_cash	現金
valuation_debt	銀行貸款
valuation_categoryperformance	安保
valuation_bonustimewithoutincident	[獎勵] 無事件發生的時長
valuation_finedeath	[懲罰] 過去 24 小時內的死亡人數
valuation_fineescape	[懲罰] 過去 24 小時內的越獄人數
valuation_total	總計
valuation_sell	出售
valuation_sellprison	出售監獄
valuation_sell_tooltip	出售監獄將使您從此監獄中獲利，並以更高的起始銀行餘額開始新監獄。\n\n您仍可以繼續運營此監獄，但您只可以出售一所監獄一次。銷售所得的所有利潤將轉移至您的新站點。
valuation_sold	此監獄的售價為：*X
valuation_donotown	您不能出售此監獄，因為您並不擁有此監獄。
valuation_sellsome	出售股份
valuation_buysome	購買股份
valuation_shares	購買和出售股份
valuation_shares_tooltip	您最多可以向外部投資人出售 50% 的監獄股份。您將立即獲得現金。作為其投資的回報，當您賣掉監獄時，您的股東將獲得總售價的相應部分。\n\n例如，如果您出售了 30% 的監獄股份，您將只能獲得最終售價的 70%。您可以回購以前在任何時間出售的股份，但是該成本可能高於您獲得的售價。
valuation_ownership	您擁有 *X% 的監獄股份
valuation_saleprice	售價：*X
valuation_title	=[估值]=
valuation_totalprisonvalue	監獄總價值：*X
valuation_subcashreserves	減去現金儲備：*X
valuation_tenpercentprice	10% 的價格：*X
valuation_profit	您的利潤：*X
valuation_tap_to_authorise	點選以授權

salecondition_title	銷售要求
salecondition_cannotsell	直到滿足了以下條件時，您才可以出售監獄或交易股份。
salecondition_minimumvalue	最低價值 50,000 美元
salecondition_cashflow	正現金流
salecondition_accountant	會計師在場
salecondition_minprisoners	至少 20 名囚犯
salecondition_recentdeaths	最近無人死亡
salecondition_recentescapes	最近無人越獄
salecondition_passed	[合格]
salecondition_failed	[不合格]

policy_title	事件
policy_search	- 搜查 -
policy_prisoner	他
policy_prisoner_f	她
policy_cell	牢房
policy_security	戒備
policy_punishment	懲罰
policy_quantity	時間
policy_punishmenttime	*X 小時
policy_mealcost	*X 美元/天
policy_totalmealcost	（總計：*X 美元/天）
policy_cell_quality	使用牢房品質評級
policy_cell_quality_tooltip_title	使用牢房品質
policy_cell_quality_tooltip	啟用後，囚犯會根據其表現分配到相對應品質的牢房。就算沒有其他空牢房，表相不佳的囚犯永遠不會分配到高品質的牢房\n若取消，囚犯將分配到任何品質牢房，但是分配到品質較差的牢房的囚犯可能因此心生怨氣。囚犯若表現良好，仍可升等到品質較高的牢房。
policy_staffbreak_length	工作人員休息時間：*P 分鐘
policy_staffbreak_num	工作人員休息次數：*P
policy_staffbreakmax	休息工作人員人數限制：*P%
policy_staffbreakmax_title	休息工作人員人數限制
policy_staffbreakmax_info	在任何時間點，允許工作人員休息的最高百分比。設定值低會迫使你的工作人員工作更賣力，無法休息的時間更長。設定值高可以讓警衛想休息時就休息。
reports_staffpaytitle	工作人員薪資
reports_payup	加薪 10%
reports_paydown	減薪 10%
reports_payrisepercent	整體加薪：*X%
reports_perday	每天

job_construct	構建 *X
job_installobject	安裝 *X
job_installobjectinroom	在 *Y 中安裝 *X
job_moveobject	移動 *X
job_moveobjecttoroom	將 *X 移至 *Y
job_loadobjectinto	將 *X 載入 *Y
job_storeobject	將 *X 儲存在 *Y 中
job_dismantleobject	拆除 *X
job_dumpobject	丟棄 *X
job_repairobject	修補 *X
job_operateequipment	操作 *X
job_escortprisoner	將囚犯押送至 *X
job_punishprisoner	處理囚犯
job_searchobject	搜查 *X
job_searchentity	搜查囚犯
job_searchingentity	正在搜查囚犯
job_searchcell	搜查牢房
job_searchcellblock	搜查牢房區
job_searchtoilets	搜查廁所
job_improvecellindoor	清潔室內區域
job_improvecelloutdoor	在室外區域進行園藝工作
job_opendoor	打開帶鎖的門
job_giveuniform	分發囚犯制服
job_failurecount	不及格 *X 次
job_feedprisoner	喂飽囚犯
job_healprisoner	治療囚犯
job_delivermail	投遞信件

finances_title	財務
finances_income	收入
finances_expenses	開支
finances_total	總計
finances_profit	淨利潤
finances_timewithoutincident	（*X 天）
finances_dailyincome	*X/天

finances_category_federalgrant	聯邦津貼
finances_category_minsecprisoners	最低安全級別囚犯津貼
finances_category_medsecprisoners	標準囚犯津貼
finances_category_maxsecprisoners	最高安全級別囚犯津貼
finances_category_prisoners	囚犯津貼
finances_category_workmen	監工工資
finances_category_guards	警衛工資
finances_category_admin	管理人員工資
finances_category_staff	工作人員工資
finances_category_food	囚犯食物
finances_category_stafffood	工作人員食物
