# June27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog	完整更新記錄
d11_researchhint_l_RecyclingIncentive	根據政府「邁向綠色」專案內容，正確丟棄垃圾的機構可獲得現金獎勵。因此，每收集一袋垃圾，你的監獄可獲得 $10。

interface_action_AllSwitchOn	全部开启
interface_action_AllSwitchOff	全部关闭

d11_utilitylimits_head	電源
d11_utilitylimits_body	每種綠色能源（太陽能電池板、風力發電機和風光互補發電機）和普通電源（發電站和變電器）的上限均為 128 個。如果在達到上限後仍希望繼續購買某種電源，你必須首先移除已存在的該類電源。

# =============================================================================
# Crops
# =============================================================================

d11_plant_crop	種植農作物
d11_plant_crop_location	在*X種植農作物
d11_wiltedCrop	枯萎的農作物
d11_wiltedCropDesc	此農作物已 *X 天未澆水，無法再復活。系統會將其移至最近的垃圾桶，此垃圾桶可能為丟垃圾的普通垃圾桶或可產生肥料的堆肥垃圾桶。
d11_crop_time_to_yield	*X 小時後可收穫
d11_fertilized	已施肥
d11_tampered	已被破壞
d11_needsWater	澆灌農作物，使其繼續生長
d11_hover_compostbin	已收集的廢棄物

job_WaterCrop	正在澆灌農作物
job_HarvestCrop	正在收穫農作物
job_TendCrop	正在照看農作物


d11_plant_flower	種植鮮花
d11_plant_flower_location	在*X種植鮮花

job_WaterFlower	正在為鮮花澆水
job_TendFlower	正在照看鮮花


d11_crop_stage_seedling	正在播種
d11_crop_stage_sapling	幼苗
d11_crop_stage_immature	未成熟
d11_crop_stage_mature	已成熟
d11_crop_stage_ripe	等待收穫
d11_continuous_planting	不斷種植

# =============================================================================
# Objectives
# =============================================================================

objective_grant_greenMachine	綠色機器
objective_grant_greenMachine_description	是時候讓監獄業趕上綠色能源的潮流了，購買一些綠色能源來進行宣傳吧！
objective_grant_greenMachine_solar	購買並安裝一個太陽能電池板
objective_grant_greenMachine_wind	購買並安裝一個風力發電機
objective_grant_greenMachine_hybrid	購買並安裝一個風光互補發電機

objective_grant_ecoFriendly	環保
objective_grant_ecoFriendly_description	是時候認真關注我們的碳足跡了！放棄使用普通發電站，轉而使用綠色能源，銀行就會給予獎勵。
objective_grant_ecoFriendly_days	只使用綠色能源而非發電站為你的監獄供電 5 天

objective_grant_givingSomethingBack	回饋
objective_grant_givingSomethingBack_description	由於監獄電能產量十分充足，如果你將部分電能分享至國家/地區/當地電網，銀行會十分滿意。
objective_grant_givingSomethingBack_sell	向電網出售 2,500 單位電能

objective_grant_basicFarming	初級農業
objective_grant_basicFarming_description	國家對食品運輸成本和供應日益關注，請證明自給自足的食物體系在監獄內是可行的。這樣做有望緩解這種擔憂。
objective_grant_basicFarming_hire	雇用農場工人。
objective_grant_basicFarming_veg	正確建造一座功能型菜園。
objective_grant_basicFarming_fruit	正確建造一座功能型果園。
objective_grant_basicFarming_farm	正確建造一座功能型農田。
objective_grant_basicFarming_plant	在每個房間內種植任意 5 株農作物。

objective_grant_selfSustaining	自給自足
objective_grant_selfSustaining_description	現在我們要充分證明監獄也能夠自給自足。請出售任何多餘產品，為食品供應問題作出貢獻。
objective_grant_selfSustaining_hire	雇用 5 名農場工人
objective_grant_selfSustaining_buy	購買 10 袋堆肥。
objective_grant_selfSustaining_harvest	收穫 50 株農作物，任意品種均可
objective_grant_selfSustaining_sell	出售 50 株成熟的農作物，任意品種均可
objective_grant_selfSustaining_collect	收穫農作物時收集任意類型的 5 粒種子。

objective_grant_AdvancedFarming	高級農業
objective_grant_AdvancedFarming_description	現在我們要證明監獄可以大量生產新鮮食材，不但能自給自足，還能成為其他設施的主要供應商。
objective_grant_AdvancedFarming_research	研究農業官僚機構任務。
objective_grant_AdvancedFarming_assign	將 10 名囚犯分配至農業房工作。
objective_grant_AdvancedFarming_buy	購買滴管或農作物噴灑裝置。
objective_grant_AdvancedFarming_buy1	購買堆肥垃圾桶物品。
objective_grant_AdvancedFarming_produce	生產 10 袋堆肥。
objective_grant_AdvancedFarming_harvest	收穫 500 株成熟農作物，任意品種均可。

objective_grant_overProduction	產能過剩
objective_grant_overProduction_description	既然你已證明大量生產是可行的，那麼請盡可能完成這些食物訂單，它們每 5 天就會更新一次。
objective_grant_overProduction_carrot	出售 50 個已收穫的紅蘿蔔食材。
objective_grant_overProduction_potato	出售 50 個已收穫的馬鈴薯食材。
objective_grant_overProduction_cabbage	出售 50 個已收穫的高麗菜食材。
objective_grant_overProduction_tomato	出售 50 個已收穫的蕃茄食材。
objective_grant_overProduction_apple	出售 50 個已收穫的蘋果食材。
objective_grant_overProduction_orange	出售 50 個已收穫的橘子食材。
objective_grant_overProduction_peach	出售 50 個已收穫的桃子食材。
objective_grant_overProduction_banana	出售 50 個已收穫的香蕉食材。

# ======================================================
# To Do List Information
# ======================================================

objective_GoingGreenInfo	邁向綠色！
objective_GoingGreenInfo_child_1	邁向綠色最主要的特色已在下方列出：
objective_GoingGreenInfo_child_1_Description	「邁向綠色」最主要的特色已在下方列出，執行「選擇」操作，即可顯示醒目提示的主題相關資訊。

objective_HelpBasicFarming	初級農業
objective_HelpBasicFarming_child_1	農業房
objective_HelpBasicFarming_child_1_Description	有 4 個與農業相關的新房間，分別為菜田、農田、果園和食品儲藏室。\n\n前三個房間分別要求種植蔬菜、穀物和果樹，而食品儲藏室為冷藏室，用於儲存收穫的農作物。\n\n3 個主要的農業房必須放置在室外，而且還需要一個小屋，用於提供人工灌溉農作物的水源，同時也可用於儲存種子和類似物品。

objective_HelpBasicFarming_child_2	正在種植農作物
objective_HelpBasicFarming_child_2_Description	種植農作物前，須建立農業房並雇用農民，管理與這些農作物相關的工作。\n\n農作物僅能在特定的房間內種植，而且也只能在以下地塊類型中種植：「塵土地」、「泥地」、「草地」、「草坪轉角」或「花田」。\n\n首次完成種植和收穫週期後，使用「不斷種植」政策，即可使這些農作物自動替換。\n\n如果你想用另一種農作物替換目前的農作物，請確認已停用此政策。

objective_HelpBasicFarming_child_3	農作物特點
objective_HelpBasicFarming_child_3_Description	3 種主要農作物各自有不同的特點。穀物和蔬菜只能產出一次，收穫後必須重新種植，但果樹可不斷產出水果。\n\n3 種農作物均可外銷，但只有水果和蔬菜可當作餐食。

objective_HelpBasicFarming_child_4	農作物的優點
objective_HelpBasicFarming_child_4_Description	用監獄種植的食材替代一般由外界運送至此的普通食材，主要的優點在於食用這些食材所產生的效果。\n\n食用新鮮食材的囚犯會產生更強的饑餓感，但其他需求增長較慢。\n\n全程吃新鮮食材的囚犯有機會獲得新的「健康」狀態，這種狀態產生的效果與完成酒精和藥物治療所產生的效果相似。

objective_HelpBasicFarming_child_5	食材儲存
objective_HelpBasicFarming_child_5_Description	與普通食材不同的是，監獄內種植的農作物無需為了防腐而使用防腐劑。\n\n因此，收穫農作物後，需要將其移動至冷凍道具內或始終處於冷凍狀態的食品儲藏室。\n\n否則，3 天後這些農作物便會過期，他們的食用效果和外銷價格均會降低。

objective_HelpAdvancedFarming	高級農業
objective_HelpAdvancedFarming_child_1	農業研究
objective_HelpAdvancedFarming_child_1_Description	並非所有與農業相關的道具均可在開始新遊戲時獲取。\n必須首先完成官僚機構研究任務「農業」，才能解鎖以下內容：\n- 更多農作物\n- 農作物分配後勤選項\n- 堆肥、優質肥料和堆肥垃圾桶\n- 獄中勞役\n- 自動澆灌、收穫和收集道具

objective_HelpAdvancedFarming_child_2	農作物分配
objective_HelpAdvancedFarming_child_2_Description	全新的後勤選項能夠讓玩家選擇將收穫的農作物移至何處，以及分配的比例。\n\n玩家也可選擇食品儲藏室和廚房之間的路線，儘管不使用此功能，系統也會根據距離自動產生路線。

objective_HelpAdvancedFarming_child_3	肥料
objective_HelpAdvancedFarming_child_3_Description	肥料道具有兩種，分別為堆肥和優質肥料。這兩種肥料均可用於提高農作物生長速度，還有機會在收穫時掉落種子。\n\n優質肥料比堆肥有著更好的效果，但價格更昂貴。而堆肥既便宜，又可利用植物和食物殘渣在堆肥垃圾桶道具中生產。

objective_HelpAdvancedFarming_child_4	自動化農業
objective_HelpAdvancedFarming_child_4_Description	使用道具可對以下 3 項農業工作進行自動化操控：澆灌農作物、收穫農作物以及收集收穫的農作物。

objective_HelpGreenEnergy	綠色能源
objective_HelpGreenEnergy_child_1	綠色能源類型
objective_HelpGreenEnergy_child_1_Description	可使用三種新型綠色能源替換發電站。\n\n風力發電機\n太陽能電池板\n太陽能供電的風力發電機\n遊戲初期只可獲取太陽能電池板。\n\n每個綠色能源的屬性會有些許不同，例如電能輸出量可能有所區別，但與發電站不同的是，這些電源可以相互連接，一排最多 50 個。

objective_HelpGreenEnergy_child_2	天氣影響
objective_HelpGreenEnergy_child_2_Description	天氣類型會對每個電源的電能產量產生正面或負面的影響。\n\n這些影響將以 +/- 圖形的形式呈現。另外，當游標移動至這些電源時，也會出現提示訊息。\n\n舉個例子，晴天和炎熱天氣都會對太陽能電池板產生正面影響，\n但陰天、雨天、暴雨天和雪天會對其產生負面影響。

objective_HelpGreenEnergy_child_3	變電器和電池
objective_HelpGreenEnergy_child_3_Description	由於原始綠色能源屬性不同，每個綠色能源必須透過電纜連接至變電器，之後才可輸出為供電器使用的電能。\n\n變電器本身不僅可以將原始綠色能源轉換為可供使用的能源，還能為相鄰的電池充電。\n\n儲存在電池道具內的能源可在緊急狀況下使用，還可當作新的外銷商品外銷電能測量儀。

objective_HelpGreenEnergy_child_4	電能外銷
objective_HelpGreenEnergy_child_4_Description	外銷電能測量儀可透過電線與變電器相連，如果有電池連接此變電器，則任何儲存在電池內的電能每天都會限額外銷。\n\n在完成一定的綠色能源目標後，外銷上限將得以提高。

objective_HelpGreenEnergy_child_5	綠色能源目標
objective_HelpGreenEnergy_child_5_Description	可在補助功能表中查看一些關於綠色能源的目標。通過完成這些目標，你可獲取以下獎勵：\n\n- 提高每日電能外銷上限\n- 解鎖其他電源\n- 改善任何已購買的綠色能源效能。

objective_HelpNarcoticProduction_child_1	釀酒
objective_HelpNarcoticProduction_child_1_Description	滿足特定條件的囚犯能夠自己釀酒。\n\n首先，他們將從農業房、廚房區域或任何能接近的自動販賣機中獲取釀酒原料。\n\n接著，到了晚上，他們會在自己的牢房內用這些原料進行釀制，然後將釀制中的酒儲存幾日以待其發酵。

objective_HelpNarcoticProduction_child_2	制毒
objective_HelpNarcoticProduction_child_2_Description	另一方面，制毒只能在農田中進行，囚犯會嘗試破壞現有的農作物，從而藏匿可生長的毒品植株。\n\n這些遭到破壞的農作物會散發出難聞的味道，因此警犬能察覺到。但這些區域不在搜查範圍內，因此必須手動發起搜查，但每次搜查都機會破壞農作物。\n\n如果正好是由某類符合條件的囚犯收割農作物，收穫的農作物中也會包含麻醉藥。\n\n幫派也能夠控制農田，以確保控制毒品生產線。


# =============================================================================
# Crop Distribution
# =============================================================================

interfacelogistics_CropDistribution	農作物分配

d11_manage_crops	管理分配
d11_manageCropsDescription	你可以在這裡控制將*X裡生長的農作物配送至每個與之相連的房間數量。每個農業房最多可連接 8 個房間。

d11_logistics_roomTitle	房間

d11_noRoomsConnected	沒有房間與*X相連，因此系統會將農作物移動至食品儲藏室、廚房、出貨區和倉庫，直到每個房間均存滿為止。
d11_noRoomsConnectedField	沒有房間與*X相連，因此系統會將農作物移動至出貨區和倉庫，直到每個房間均存滿為止。
