
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nouvelle
researchtooltip_deployment	Vous permet de poster des gardiens de manière permanente dans les différents secteurs de votre prison.
researchtooltip_patrols	Vous permet d'établir des patrouilles autour de zones importantes de votre prison (comme par exemple son périmètre) et d'affecter des gardiens à ces patrouilles.
researchtooltip_dogs	Déverrouille le maître-chien et le chien de garde. Les chiens servent à flairer la contrebande odorante dans la prison et à détecter les tunnels des prisonniers.\n\nLes chiens sont également très rapides, ce qui leur permet de rattraper facilement les détenus.
researchtooltip_cctv	Déverrouille les caméras de vidéosurveillance et les moniteurs de sécurité. Servez-vous-en pour surveiller les secteurs non gardés de votre prison.\n\nDéverrouille également le système d'écoute téléphonique, qui vous permet d'écouter les appels des prisonniers et d'acquérir de précieux renseignements.
researchtooltip_remoteaccess	Déverrouille de l'équipement de pointe pour le contrôle et l'automatisation des portes à distance. Les portes peuvent être ouvertes à distance à l'aide d'un système de contrôle (opéré par un gardien), ou ouvertes par une minuterie à certaines heures de la journée.
researchtooltip_riotguards	(NE SERT ACTUELLEMENT À RIEN)\nDéverrouille le gardien antiémeute. Ce gardien est davantage protégé et plus apte à gérer les situations violentes.
researchtooltip_maintainance	Déverrouille le contremaître. Il vous donne accès à des recherches supplémentaires comme le travail carcéral, et même à de nouveaux membres du personnel comme le jardinier.\n\nComme pour tous les autres administrateurs, il lui faut un bureau pour travailler.
researchtooltip_clone	Déverrouille l'outil de duplication sur la barre d'outils principale. Servez-vous de cet outil pour dupliquer rapidement des zones identiques de votre prison, comme par exemple des cellules. Pour l'utiliser, sélectionnez une zone à dupliquer en faisant glisser à partir d'un clic droit, puis effectuez un clic gauche pour placer la copie.
researchtooltip_groundskeeping	Déverrouille le jardinier. Il entretiendra les espaces naturels de votre prison.
researchtooltip_cleaning	Déverrouille le concierge. Il nettoiera les espaces intérieurs de votre prison et aidera aussi à la buanderie.
researchtooltip_health	Déverrouille le médecin, ainsi que l'infirmerie et la morgue. Tout prisonnier ou membre du personnel blessé sera emmené à l'infirmerie où les médecins le remettront sur pied.
researchtooltip_MentalHealth	Déverrouille le psychologue, qui vous donnera à tout moment de précieuses informations sur l'état psychologique de vos prisonniers.\n\nComme pour tous les autres administrateurs, il lui faut un bureau pour travailler.
researchtooltip_finance	Déverrouille la comptable, qui vous donne accès au rapport financier de votre prison.\n\nVous pouvez aussi avec lui dépenser chaque jour plus d'argent que vos revenus, tant que vous disposez des fonds nécessaires.\n\nComme pour tous les autres administrateurs, il lui faut un bureau pour travailler.
researchtooltip_landexpansion	Vous permet d'acheter des parcelles de terrain voisines et donc d'agrandir votre prison au-delà de ses limites initiales.
researchtooltip_prisonlabour	Vous permet à la fois de mettre vos détenus au travail dans la prison (cuisine, nettoyage etc.), d'effectuer des économies sur les salaires, de remporter de l'argent et d'enseigner de nouvelles compétences à vos prisonniers.\n\nDéverrouille également l'atelier et la buanderie.
researchtooltip_education	Déverrouille la possibilité d'organiser des programmes de réhabilitation à l'aide de formateurs externes.
researchtooltip_contraband	Forme vos gardiens à mieux détecter et à mieux intercepter les articles de contrebande. Déverrouille le rapport d'offre et de demande de contrebande, la vue Contrebande (qui affiche tous les endroits possibles où des articles de contrebande peuvent être volés), et indique où la contrebande a été volée ou introduite.\n\nDéverrouille également la possibilité de recruter des prisonniers en tant qu'informateurs secrets.\n\nDéverrouille finalement des renseignements sur les gangs.
researchtooltip_policy	Débloque le rapport de police, qui vous permet d'augmenter ou de faire baisser les punitions pour tout type de faute et de lancer des recherches automatiques sur le/la prisonnier/ère et dans sa cellule.\n\nIl vous permet également de contrôler la politique nutritionnelle, de modifier la quantité et la variété des aliments servis aux prisonniers.
researchtooltip_armoury	Déverrouille l'armurerie et vous permet de déployer des gardes armés dans votre prison.
researchtooltip_bodyarmour	Équipe tous vos gardiens, gardiens armés et maîtres-chiens de gilets tactiques. Il aide à absorber les dommages reçus en cours de combat, mais vos hommes se déplaceront moins vite.\n\nLes gardiens doivent passer par l'armurerie pour s'en munir, et vous devrez acheter chaque gilet ainsi équipé.
researchtooltip_tazers	Permet à vos gardiens armés d'être équipés de tasers, de puissantes armes électriques qui rendront instantanément inconscientes la plupart de leurs cibles. Un taser ne peut être utilisé qu'une seule fois et il lui faut une heure complète pour se recharger.\n\nLes gardiens armés doivent passer par l'armurerie pour s'en munir, et vous devrez acheter chaque taser ainsi équipé.
researchtooltip_tazersforeveryone	Élargit le programme des tasers pour que vos gardiens normaux puissent aussi s'en servir pour se défendre.\n\nIls doivent passer par l'armurerie pour s'en munir, et vous devrez acheter chaque taser ainsi équipé.
researchtooltip_bankloans	Vous permet d'emprunter de grosses sommes d'argent à la banque, en échange d'un remboursement quotidien des intérêts. Rembourser votre emprunt améliorera votre cote de crédit et vous permettra d'emprunter plus tard des sommes plus importantes.
researchtooltip_lowertaxes1	Tire parti des incitations fiscales du gouvernement et réduit votre taux d'imposition effectif à seulement 15%.\n\nVous économiserez $1 500 d'impôts sur un revenu quotidien de $10 000.
researchtooltip_lowertaxes2	Votre comptable étire les règles au maximum et déplace tous vos comptes officiels et toutes vos modalités administratives dans un autre pays où les taxes sont beaucoup moins importantes. Votre taux d'imposition effectif tombera à environ 1%.\n\nVous économiserez un total de $3 000 d'impôts sur un revenu quotidien de $10 000.
researchtooltip_extragrant	Vous permet d'accepter jusqu'à trois subventions en même temps au lieu de deux.
researchtooltip_advancedmanagement	Vous fournit les outils vous permettant la microgestion de certains aspects de votre prison.\n\nDéverrouille Circuit nourriture, qui vous permet de déterminer quelles cuisines desservent quelles cantines, ainsi que les cantines dans lesquelles mangent vos détenus. De même, Circuit linge vous laisse choisir quelles buanderies desservent quels blocs de cellules.\n\nDéverrouille également le planificateur de déploiements, qui vous permet de déterminer vos déploiements de gardes selon l'heure de la journée.\n\nDéverrouille finalement le planificateur de réhabilitation, qui vous permet de définir personnellement les programmes quotidiens.
researchtooltip_permanentpunishment	Être enfermé dans une prison ne suffit parfois pas. Votre avocat peut alors intenter une action pour vous permettre de confiner des prisonniers dans leurs cellules de manière permanente.
researchtooltip_removemincellsize	Les cellules de votre prison doivent faire une certaine taille pour répondre aux exigences légales. Mais imaginez le nombre de cellules dont vous pourriez disposer si ce n'était pas le cas. Cette recherche supprime les exigences de taille minimale pour les cellules standards.
researchtooltip_reduceexecutionliability	Votre avocat réduit l'importance nécessaire des condamnations pour que les procédures d'exécution puissent commencer. Diminue de fait le nombre d'appels dont peut bénéficier un prisonnier avant que vous puissiez programmer son exécution sans risquer de poursuites.
researchtooltip_legalprep	Chaque prison rencontre parfois des problèmes, et certains d'entre eux peuvent avoir des conséquences juridiques assez importantes. Votre avocat fera en sorte que vous ne soyez pas directement visé si quelque chose venait à mal tourner, mais il doit s'en occuper à l'avance.
researchtooltip_legaldefense	Vous vous trouvez dans l'embarras. Quelque chose s'est très mal passé et vous avez été mis à demeure. Si vous ne pensez pas être capable de gérer seul la situation, votre avocat peut vous sortir du pétrin. Accomplir cette recherche supprimera tout avertissement qui pourrait normalement vous coûter votre poste.
researchtooltip_guardtowers	Débloque les tours de garde et les snipers, ce qui vous permet de faire surveiller les zones extérieures de votre prison par des tireurs d'élite.\n\nLes snipers devront se rendre à l'armurerie pour obtenir un fusil, sinon ils seront désarmés.

research_legaldefense_adviser1	Votre avocat a fait le nécessaire pour vous protéger des conséquences de ce beau merdier, on dirait. Je ne vais donc pas pouvoir vous renvoyer. Du moins cette fois-ci.
research_legaldefense_adviser2	Mettez vite votre prison en ordre, et faites en sorte qu'elle le reste. Cette astuce ne marchera pas deux fois, et vous ne serez pas éternellement invulnérable.

research_missingadministrator	REQUIS :



# =============================================================================
# Room Requirements
# =============================================================================

roomrequirement_required	REQUIS :
roomrequirement_recommended	Recommandé :
roomrequirement_minimumsize	Taille minimale *W x *H
roomrequirement_minimumsize_short	Taille *W x *H
roomrequirement_indoor	Intérieur
roomrequirement_outdoor	Extérieur
roomrequirement_solidground	Terre ferme
roomrequirement_secure	Sécurisé (derrière au moins une porte)
roomrequirement_secure_short	Sécurisé
roomrequirement_enclosed	Enclos (entouré par des murs et par des portes)
roomrequirement_enclosed_short	Enclos
requirement_entrance	Nécessite une entrée
roomrequirement_title	=[Conditions de la pièce]=
roomrequirement_passed	[RÉUSSITE]
roomrequirement_failed	[ÉCHEC]
roomrequirement_adjacentobject	Près de la salle : *X

# =============================================================================
# Unlocks
# =============================================================================

unlock_title	DÉVERROUILLÉ

unlock_special_electricity	Systèmes électriques
unlock_special_food	Préparation des plats
unlock_special_officersafety	Sécurité des agents
unlock_special_misbehavior	Mauvaise conduite
unlock_special_accounting	Comptabilité
unlock_special_gangs	Gangs

unlock_electricity_caption	Permet la construction de postes électriques et de câbles électriques pour alimenter en électricité tous les dispositifs en ayant besoin.


# =============================================================================
# Advisers
# =============================================================================

click_to_continue	Cliquer pour continuer...
incoming_call	Appel entrant...

adviser_name_unknown	Inconnu
adviser_name_ceo	Le PDG
adviser_name_warden	Le directeur
adviser_name_governer	Le gouverneur
adviser_name_chief	Le chef de la sécurité
adviser_name_doctor	Le médecin
adviser_name_kingpin	Le gangster
adviser_name_edwardshooter	Edward
adviser_name_edwardsinner	Edward
adviser_name_edwardinmate	Edward
adviser_name_edwardswife	Susan, la femme d'Edward
adviser_name_priest	Le prêtre
adviser_name_newsreader	CNDC News
adviser_name_mayor	Maire Calvin Heller


# =============================================================================
# Valuation, Reports etc
# =============================================================================

report_staff	Personnel
report_prisoners	Prisonniers
report_jobs	Tâches
report_needs	Besoins
report_threats	Menaces
report_regime	Régime
report_policy	Règlement
report_grants	Subventions
